"age","years_exp","stats_id","birth_country","competitions","college","full_name","birth_date","practice_participation","depth_chart_position","rotoworld_id","pandascore_id","rotowire_id","active","fantasy_data_id","team","birth_state","weight","opta_id","search_rank","fantasy_positions","status","injury_body_part","sport","injury_notes","high_school","sportradar_id","team_changed_at","first_name","yahoo_id","gsis_id","kalshi_id","birth_city","swish_id","metadata","last_name","hashtag","search_first_name","depth_chart_order","injury_status","position","news_updated","player_id","practice_description","oddsjam_id","team_abbr","search_last_name","height","number","search_full_name","injury_start_date","espn_id","dupes"
NA,NA,NA,NA,"[]","","Chase Pauls",NA,NA,NA,NA,NA,NA,"True",NA,"NYR",NA,216,NA,NA,"","ACT",NA,"nhl",NA,NA,"c8d8d56e-b72c-4ee3-83fe-1f5c7a52a6bb",NA,"Chase",NA,NA,NA,NA,9015766,"{'birth_date': '2003-10-07', 'birth_place': 'Osler, SK, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Pauls","#chasepauls-NHL-NYR-95","chase",NA,NA,"D",NA,"3054",NA,NA,NA,"pauls",76,95,"chasepauls",NA,NA,1
NA,7,NA,NA,"[]","Merrimack","Brett Seney",NA,NA,NA,NA,NA,NA,"True",NA,"CHI",NA,156,NA,NA,"","ACT",NA,"nhl",NA,NA,"3cb71df7-1b22-49e5-919d-f15fe34edde1",NA,"Brett",NA,NA,NA,NA,9012923,"{'birth_date': '1996-02-28', 'birth_place': 'London, ON, CAN', 'channel_id': '1274242686466928640', 'college': 'Merrimack', 'draft_pick': '157', 'draft_round': '6', 'draft_year': '2015', 'high_school': '', 'rookie_year': '2018'}","Seney","#brettseney-NHL-CHI-62","brett",NA,NA,"LW",NA,"2320",NA,NA,NA,"seney",69,62,"brettseney",NA,3942746,1
NA,20,NA,NA,"[]","","Shea Weber",NA,NA,NA,NA,NA,NA,"True",NA,"CHI",NA,230,NA,NA,"","IR",NA,"nhl",NA,NA,"42ce2a31-0f24-11e2-8525-18a905767e44",NA,"Shea",NA,NA,NA,NA,8470642,"{'birth_date': '1985-08-14', 'birth_place': 'Sicamous, BC, CAN', 'channel_id': '1203894185787138048', 'college': '', 'draft_pick': '49', 'draft_round': '2', 'draft_year': '2003', 'high_school': '', 'rookie_year': '2005'}","Weber","#sheaweber-NHL-CHI","shea",NA,NA,"D",NA,"1100",NA,NA,NA,"weber",76,NA,"sheaweber",NA,2278,1
NA,2,NA,NA,"[]","","Mavrik Bourque",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,181,NA,NA,"","ACT",NA,"nhl",NA,NA,"462e1f1c-723e-4ec6-b8f9-e575f5ba33a9",NA,"Mavrik",NA,NA,NA,NA,9013558,"{'birth_date': '2002-01-08', 'birth_place': 'Plessisville, QC, CAN', 'channel_id': '1157130956658724864', 'college': '', 'draft_pick': '30', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2023'}","Bourque","#mavrikbourque-NHL-DAL-22","mavrik",NA,NA,"C",NA,"1895",NA,NA,NA,"bourque",71,22,"mavrikbourque",NA,4697413,1
NA,NA,NA,NA,"[]","","Dyllan Gill",NA,NA,NA,NA,NA,NA,"True",NA,"TB",NA,194,NA,NA,"","ACT",NA,"nhl",NA,NA,"f0ca7396-ab30-42ec-9b21-d4711c1ea78d",NA,"Dyllan",NA,NA,NA,NA,9014916,"{'birth_date': '2004-06-07', 'birth_place': 'Riverview, NB, CAN', 'channel_id': '1274121876959956992', 'college': '', 'draft_pick': '223', 'draft_round': '7', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}","Gill","#dyllangill-NHL-TB-57","dyllan",NA,NA,"D",NA,"2496",NA,NA,NA,"gill",75,57,"dyllangill",NA,5173636,1
NA,NA,NA,NA,"[]","","Jakob Leander",NA,NA,NA,NA,NA,NA,"True",NA,"CGY",NA,196,NA,NA,"","UDP",NA,"nhl",NA,NA,"1e55695c-089c-45c4-9d3f-461de88fcc3c",NA,"Jakob",NA,NA,NA,NA,NA,"{'birth_date': '2007-02-03', 'birth_place': '', 'channel_id': '1244828808893190145', 'college': '', 'draft_pick': '208', 'draft_round': '7', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Leander","#jakobleander-NHL-CGY","jakob",NA,NA,"D",NA,"3876",NA,NA,NA,"leander",76,NA,"jakobleander",NA,NA,1
NA,7,NA,NA,"[]","","Juho Lammikko",NA,NA,NA,NA,NA,NA,"True",NA,"NJ",NA,191,NA,NA,"","ACT",NA,"nhl",NA,NA,"3465d1b0-9d0d-479f-9514-f7a6ceab2c2b",NA,"Juho",NA,NA,NA,NA,NA,"{'birth_date': '1996-01-29', 'birth_place': 'Noormarkku,, FIN', 'channel_id': '1239876306661801984', 'college': '', 'draft_pick': '65', 'draft_round': '3', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2018'}","Lammikko","#juholammikko-NHL-NJ-83","juho",NA,NA,"LW",NA,"3728",NA,NA,NA,"lammikko",74,83,"juholammikko",NA,3150520,1
NA,12,NA,NA,"[]","Michigan","Jacob Trouba",NA,NA,NA,NA,NA,NA,"True",NA,"ANA",NA,212,NA,NA,"","ACT",NA,"nhl",NA,NA,"7482727f-ab9f-11e2-a01b-f4ce4684ea4c",NA,"Jacob",NA,NA,NA,NA,8476885,"{'birth_date': '1994-02-26', 'birth_place': 'Rochester, MI, USA', 'channel_id': '1157131226671239168', 'college': 'Michigan', 'draft_pick': '9', 'draft_round': '1', 'draft_year': '2012', 'high_school': '', 'rookie_year': '2013'}","Trouba","#jacobtrouba-NHL-ANA-65","jacob",NA,NA,"D",NA,"1660",NA,NA,NA,"trouba",75,65,"jacobtrouba",NA,2976839,1
NA,8,NA,NA,"[]","","Jean-Francois Berube",NA,NA,NA,NA,NA,NA,"True",NA,"LA",NA,176,NA,NA,"","ACT",NA,"nhl",NA,NA,"4284180e-0f24-11e2-8525-18a905767e44",NA,"Jean-Francois",NA,NA,NA,NA,NA,"{'birth_date': '1991-07-13', 'birth_place': 'Repentigay, QC, CAN', 'college': '', 'draft_pick': '95', 'draft_round': '4', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2015'}","Berube","#jeanfrancoisberube-NHL-LA-85","jeanfrancois",NA,NA,"G",NA,"3040",NA,NA,NA,"berube",73,85,"jeanfrancoisberube",NA,NA,1
NA,11,NA,NA,"[]","","Darnell Nurse",NA,NA,NA,NA,NA,NA,"True",NA,"EDM",NA,215,NA,NA,"","ACT",NA,"nhl",NA,NA,"dff929bc-f5a1-11e2-a133-f4ce4684ea4c",NA,"Darnell",NA,NA,NA,NA,8477498,"{'birth_date': '1995-02-04', 'birth_place': 'Hamilton, ON, CAN', 'channel_id': '1157131023184580608', 'college': '', 'draft_pick': '7', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2014'}","Nurse","#darnellnurse-NHL-EDM-25","darnell",NA,NA,"D",NA,"1279",NA,NA,NA,"nurse",76,25,"darnellnurse",NA,3041997,1
NA,NA,NA,NA,"[]","","Nick Lardis",NA,NA,NA,NA,NA,NA,"True",NA,"CHI",NA,165,NA,NA,"","ACT",NA,"nhl",NA,NA,"5e472cc1-735f-49d1-9bc6-d5d8135eed01",NA,"Nick",NA,NA,NA,NA,9015421,"{'birth_date': '2005-07-08', 'birth_place': 'Oakville, ON, CAN', 'channel_id': '1274242690547986432', 'college': '', 'draft_pick': '67', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Lardis","#nicklardis-NHL-CHI-76","nick",NA,NA,"LW",NA,"1991",NA,NA,NA,"lardis",71,76,"nicklardis",NA,5173765,1
NA,NA,NA,NA,"[]","","Logan Nijhoff",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,189,NA,NA,"","ACT",NA,"nhl",NA,NA,"bb386019-fe30-4e4f-b80e-4812199f6206",NA,"Logan",NA,NA,NA,NA,9014452,"{'birth_date': '2001-06-23', 'birth_place': 'Comox Valley, BC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Nijhoff","#logannijhoff-NHL-MTL-94","logan",NA,NA,"C",NA,"3488",NA,NA,NA,"nijhoff",72,94,"logannijhoff",NA,NA,1
NA,7,NA,NA,"[]","St. Lawrence","Gavin Bayreuther",NA,NA,NA,NA,NA,NA,"True",NA,"CAR",NA,196,NA,NA,"","ACT",NA,"nhl",NA,NA,"d2f2bfb6-0377-4102-8e10-8741de978934",NA,"Gavin",NA,NA,NA,NA,9012330,"{'birth_date': '1994-05-12', 'birth_place': 'Canaan, NH, USA', 'channel_id': '1274303084859756544', 'college': 'St. Lawrence', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2018'}","Bayreuther","#gavinbayreuther-NHL-CAR-25","gavin",NA,NA,"D",NA,"1412",NA,NA,NA,"bayreuther",73,25,"gavinbayreuther",NA,4195214,1
NA,NA,NA,NA,"[]","","Jordan Gustafson",NA,NA,NA,NA,NA,NA,"True",NA,"VGK",NA,174,NA,NA,"","IR",NA,"nhl",NA,NA,"50e4e84e-5d84-4b1d-b14e-4cc461752a76",NA,"Jordan",NA,NA,NA,NA,NA,"{'birth_date': '2004-01-20', 'birth_place': 'Ardrossan, AB, CAN', 'channel_id': '1157130907816054784', 'college': '', 'draft_pick': '79', 'draft_round': '3', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}","Gustafson","#jordangustafson-NHL-VGK-38","jordan",NA,NA,"C",NA,"3697",NA,NA,NA,"gustafson",71,38,"jordangustafson",NA,5188643,1
NA,4,NA,NA,"[]","","Jake Neighbours",NA,NA,NA,NA,NA,NA,"True",NA,"STL",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"f62d7b0c-7e8c-43e9-bc1f-88517f1f0e5d",NA,"Jake",NA,NA,NA,NA,9013551,"{'birth_date': '2002-03-29', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131082181660672', 'college': '', 'draft_pick': '26', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2021'}","Neighbours","#jakeneighbours-NHL-STL-63","jake",NA,NA,"LW",NA,"1387",NA,NA,NA,"neighbours",72,63,"jakeneighbours",NA,4697409,1
NA,NA,NA,NA,"[]","","Joshua Ravensbergen",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"61c856fd-7213-4f48-bb4b-e0ac51d7c1b3",NA,"Joshua",NA,NA,NA,NA,NA,"{'birth_date': '2006-11-27', 'birth_place': 'North Vancouver, BC, CAN', 'channel_id': '1244647606148145152', 'college': '', 'draft_pick': '30', 'draft_round': '1', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Ravensbergen","#joshuaravensbergen-NHL-SJ-31","joshua",NA,NA,"G",NA,"3759",NA,NA,NA,"ravensbergen",77,31,"joshuaravensbergen",NA,5291968,1
NA,3,NA,NA,"[]","","Adam Ruzicka",NA,NA,NA,NA,NA,NA,"True",NA,"ARI",NA,215,NA,NA,"","ACT",NA,"nhl",NA,NA,"2335b900-9e3c-4870-855b-af83c9256ad9",NA,"Adam",NA,NA,NA,NA,9012301,"{'birth_date': '1999-05-11', 'birth_place': 'Bratislava,, SVK', 'college': '', 'draft_pick': '109', 'draft_round': '4', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2020'}","Ruzicka","#adamruzicka-NHL-ARI-83","adam",NA,NA,"C",NA,"1172",NA,NA,NA,"ruzicka",76,83,"adamruzicka",NA,NA,1
NA,NA,NA,NA,"[]","","Jake Uberti",NA,NA,NA,NA,NA,NA,"True",NA,"DET",NA,208,NA,NA,"","ACT",NA,"nhl",NA,NA,"ff7272a8-4a7a-456d-8dc2-9471227453ab",NA,"Jake",NA,NA,NA,NA,NA,"{'birth_date': '2002-03-07', 'birth_place': 'Toronto, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Uberti","#jakeuberti-NHL-DET-86","jake",NA,NA,"C",NA,"2874",NA,NA,NA,"uberti",73,86,"jakeuberti",NA,NA,1
NA,NA,NA,NA,"[]","","Jordan Tourigny",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,168,NA,NA,"","ACT",NA,"nhl",NA,NA,"664bbe8b-c451-4ccb-956c-a8949eabed2c",NA,"Jordan",NA,NA,NA,NA,NA,"{'birth_date': '2005-02-28', 'birth_place': 'Victoriaville, QC, USA', 'channel_id': '1274544619094315008', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Tourigny","#jordantourigny-NHL-MIN-67","jordan",NA,NA,"D",NA,"4065",NA,NA,NA,"tourigny",71,67,"jordantourigny",NA,NA,1
NA,NA,NA,NA,"[]","","Carsen Musser",NA,NA,NA,NA,NA,NA,"True",NA,"ARI",NA,214,NA,NA,"","NWT",NA,"nhl",NA,NA,"ae887d48-f171-440f-8a30-40b712579209",NA,"Carsen",NA,NA,NA,NA,NA,"{'birth_date': '2005-05-19', 'birth_place': 'Fairmont, MN, USA', 'college': '', 'draft_pick': '166', 'draft_round': '6', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}","Musser","#carsenmusser-NHL-ARI","carsen",NA,NA,"G",NA,"2025",NA,NA,NA,"musser",76,NA,"carsenmusser",NA,5188629,1
NA,3,NA,NA,"[]","North Dakota","Tyler Kleven",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,221,NA,NA,"","ACT",NA,"nhl",NA,NA,"dbfe55f4-f7a4-495e-adb5-c39d8969f353",NA,"Tyler",NA,NA,NA,NA,9013582,"{'birth_date': '2002-01-10', 'birth_place': 'Fargo, ND, USA', 'channel_id': '1157131156945129472', 'college': 'North Dakota', 'draft_pick': '44', 'draft_round': '2', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}","Kleven","#tylerkleven-NHL-OTT-43","tyler",NA,NA,"D",NA,"1523",NA,NA,NA,"kleven",77,43,"tylerkleven",NA,4697448,1
NA,2,NA,NA,"[]","","Linus Karlsson",NA,NA,NA,NA,NA,NA,"True",NA,"VAN",NA,178,NA,NA,"","ACT",NA,"nhl",NA,NA,"c11cbaf3-1d8c-4206-b19d-acfa1589b920",NA,"Linus",NA,NA,NA,NA,9015113,"{'birth_date': '1999-11-16', 'birth_place': 'Eksjo,, SWE', 'channel_id': '1174842644996579328', 'college': '', 'draft_pick': '87', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2023'}","Karlsson","#linuskarlsson-NHL-VAN-94","linus",NA,NA,"C",NA,"2782",NA,NA,NA,"karlsson",73,94,"linuskarlsson",NA,4587713,1
NA,1,NA,NA,"[]","","Ruslan Khazheyev",NA,NA,NA,NA,NA,NA,"True",NA,"CAR",NA,201,NA,NA,"","ACT",NA,"nhl",NA,NA,"450a33f5-9e6c-4fab-b387-d20c5ae958cc",NA,"Ruslan",NA,NA,NA,NA,9015334,"{'birth_date': '2004-11-20', 'birth_place': 'Chelyabinsk,, RUS', 'channel_id': '1219401440422809601', 'college': '', 'draft_pick': '158', 'draft_round': '5', 'draft_year': '2023', 'high_school': '', 'rookie_year': '2024'}","Khazheyev","#ruslankhazheyev-NHL-CAR-80","ruslan",NA,NA,"G",NA,"2160",NA,NA,NA,"khazheyev",78,80,"ruslankhazheyev",NA,5188518,1
NA,NA,NA,NA,"[]","","Brady Peddle",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,194,NA,NA,"","UDP",NA,"nhl",NA,NA,"8224723d-2953-4740-8d7b-581c32c023f4",NA,"Brady",NA,NA,NA,NA,NA,"{'birth_date': '2007-05-23', 'birth_place': 'Antigonish, NS, CAN', 'channel_id': '1244768463390527488', 'college': '', 'draft_pick': '91', 'draft_round': '3', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Peddle","#bradypeddle-NHL-PIT","brady",NA,NA,"D",NA,"3837",NA,NA,NA,"peddle",75,NA,"bradypeddle",NA,NA,1
NA,NA,NA,NA,"[]","","Ivan Lodnia",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,202,NA,NA,"","ACT",NA,"nhl",NA,NA,"4c379a87-f5a0-4fbd-bc49-bf0427a0452c",NA,"Ivan",NA,NA,NA,NA,9012340,"{'birth_date': '1999-08-31', 'birth_place': 'Los Angeles, CA, USA', 'college': '', 'draft_pick': '85', 'draft_round': '3', 'draft_year': '2017', 'high_school': '', 'rookie_year': ''}","Lodnia","#ivanlodnia-NHL-SJ-63","ivan",NA,NA,"RW",NA,"3466",NA,NA,NA,"lodnia",71,63,"ivanlodnia",NA,4330713,1
NA,11,NA,NA,"[]","","Alexander Wennberg",NA,NA,NA,NA,NA,NA,"True",NA,"SJ",NA,190,NA,NA,"","ACT",NA,"nhl",NA,NA,"8a83c5bf-a5a0-4d7d-a5d8-7b140362e021",NA,"Alexander",NA,NA,NA,NA,8477505,"{'birth_date': '1994-09-22', 'birth_place': 'Stockholm,, SWE', 'channel_id': '1157130944201641984', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2014'}","Wennberg","#alexanderwennberg-NHL-SJ-21","alexander",NA,NA,"C",NA,"1009",NA,NA,NA,"wennberg",74,21,"alexanderwennberg",NA,3042017,1
NA,NA,NA,NA,"[]","","Mats Lindgren",NA,NA,NA,NA,NA,NA,"True",NA,"PIT",NA,184,NA,NA,"","ACT",NA,"nhl",NA,NA,"8cf6d9d4-d5cf-4a68-ad17-7bf433ce104c",NA,"Mats",NA,NA,NA,NA,9015048,"{'birth_date': '2004-08-26', 'birth_place': 'North Vancouver, BC, CAN', 'college': '', 'draft_pick': '106', 'draft_round': '4', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}","Lindgren","#matslindgren-NHL-PIT-73","mats",NA,NA,"D",NA,"2678",NA,NA,NA,"lindgren",72,73,"matslindgren",NA,5103650,1
NA,NA,NA,NA,"[]","","Gustav Sjoqvist",NA,NA,NA,NA,NA,NA,"True",NA,"VGK",NA,207,NA,NA,"","UDP",NA,"nhl",NA,NA,"4df56990-e81d-48dc-88b1-b2ec944a741a",NA,"Gustav",NA,NA,NA,NA,NA,"{'birth_date': '2006-02-24', 'birth_place': 'Stockholm,, SWE', 'channel_id': '1244828798638116864', 'college': '', 'draft_pick': '187', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}","Sjoqvist","#gustavsjoqvist-NHL-VGK","gustav",NA,NA,"D",NA,"3865",NA,NA,NA,"sjoqvist",75,NA,"gustavsjoqvist",NA,NA,1
NA,12,NA,NA,"[]","Western Michigan","Kevin Connauton",NA,NA,NA,NA,NA,NA,"True",NA,"UTA",NA,205,NA,NA,"","ACT",NA,"nhl",NA,NA,"c71fe0f5-3b28-4c5f-bdda-a7af99e81f1d",NA,"Kevin",NA,NA,NA,NA,8475246,"{'birth_date': '1990-02-23', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1172728771795509248', 'college': 'Western Michigan', 'draft_pick': '83', 'draft_round': '3', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2013'}","Connauton","#kevinconnauton-NHL-UTA-44","kevin",NA,NA,"D",NA,"3053",NA,NA,NA,"connauton",74,44,"kevinconnauton",NA,5265,1
NA,13,NA,NA,"[]","","Nick Holden",NA,NA,NA,NA,NA,NA,"True",NA,"OTT",NA,210,NA,NA,"","ACT",NA,"nhl",NA,NA,"f9158f7d-2d91-47ad-8298-1d4d1eaeaef6",NA,"Nick",NA,NA,NA,NA,8474207,"{'birth_date': '1987-05-15', 'birth_place': 'St. Albert, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2010'}","Holden","#nickholden-NHL-OTT-5","nick",NA,NA,"D",NA,"1524",NA,NA,NA,"holden",76,5,"nickholden",NA,3884,1
NA,5,NA,NA,"[]","","Ryan McLeod",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,188,NA,NA,"","ACT",NA,"nhl",NA,NA,"0a52fe4d-eefb-42aa-9fb7-37d0d52dc557",NA,"Ryan",NA,NA,NA,NA,9012858,"{'birth_date': '1999-09-21', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1157131129149476864', 'college': '', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}","McLeod","#ryanmcleod-NHL-BUF-71","ryan",NA,NA,"C",NA,"1250",NA,NA,NA,"mcleod",75,71,"ryanmcleod",NA,4378669,1
NA,NA,NA,NA,"[]","","Michael Milne",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,185,NA,NA,"","ACT",NA,"nhl",NA,NA,"676edaa0-3959-4870-89c1-8a14ea9668ee",NA,"Michael",NA,NA,NA,NA,9014943,"{'birth_date': '2002-09-21', 'birth_place': 'Abbotsford, BC, CAN', 'channel_id': '1159984780427657216', 'college': '', 'draft_pick': '89', 'draft_round': '3', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}","Milne","#michaelmilne-NHL-MIN-60","michael",NA,NA,"LW",NA,"2519",NA,NA,NA,"milne",71,60,"michaelmilne",NA,5103698,1
NA,NA,NA,NA,"[]","","Mason Primeau",NA,NA,NA,NA,NA,NA,"True",NA,"VGK",NA,203,NA,NA,"","ACT",NA,"nhl",NA,NA,"8bfd99e8-6ea9-4f41-9182-7216a7a5230e",NA,"Mason",NA,NA,NA,NA,NA,"{'birth_date': '2001-07-28', 'birth_place': 'Owen Sound, ON, CAN', 'college': '', 'draft_pick': '141', 'draft_round': '5', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}","Primeau","#masonprimeau-NHL-VGK-57","mason",NA,NA,"C",NA,"2721",NA,NA,NA,"primeau",77,57,"masonprimeau",NA,NA,1
NA,4,NA,NA,"[]","","Justus Annunen",NA,NA,NA,NA,NA,NA,"True",NA,"NSH",NA,210,NA,NA,"","ACT",NA,"nhl",NA,NA,"0bc4a24a-7cf0-46d6-8c9c-d771873adf92",NA,"Justus",NA,NA,NA,NA,9013372,"{'birth_date': '2000-03-11', 'birth_place': 'Kempele,, FIN', 'channel_id': '1157130994470375424', 'college': '', 'draft_pick': '64', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2021'}","Annunen","#justusannunen-NHL-NSH-29","justus",NA,NA,"G",NA,"2735",NA,NA,NA,"annunen",76,29,"justusannunen",NA,4393408,1
NA,NA,NA,NA,"[]","St. Cloud State","Jack Peart",NA,NA,NA,NA,NA,NA,"True",NA,"MIN",NA,186,NA,NA,"","ACT",NA,"nhl",NA,NA,"dd029c72-2eec-4c5e-b84c-a1bdbfde66d3",NA,"Jack",NA,NA,NA,NA,9014125,"{'birth_date': '2003-05-15', 'birth_place': 'Grand Rapids, MN, USA', 'channel_id': '1274544711062818816', 'college': 'St. Cloud State', 'draft_pick': '54', 'draft_round': '2', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}","Peart","#jackpeart-NHL-MIN-49","jack",NA,NA,"D",NA,"3484",NA,NA,NA,"peart",71,49,"jackpeart",NA,4874914,1
NA,NA,NA,NA,"[]","Michigan","Brendan Warren",NA,NA,NA,NA,NA,NA,"True",NA,"BUF",NA,192,NA,NA,"","ACT",NA,"nhl",NA,NA,"6f1920c7-c7ee-4844-a7f0-8758674f5fb3",NA,"Brendan",NA,NA,NA,NA,9014485,"{'birth_date': '1997-05-07', 'birth_place': 'Carleton, MI, USA', 'channel_id': '1273819865303502848', 'college': 'Michigan', 'draft_pick': '81', 'draft_round': '3', 'draft_year': '2015', 'high_school': '', 'rookie_year': ''}","Warren","#brendanwarren-NHL-BUF-42","brendan",NA,NA,"LW",NA,"2676",NA,NA,NA,"warren",72,42,"brendanwarren",NA,3943023,1
NA,NA,NA,NA,"[]","","Kaleb Pearson",NA,NA,NA,NA,NA,NA,"True",NA,"DAL",NA,174,NA,NA,"","ACT",NA,"nhl",NA,NA,"12cda0f1-0980-4bf3-915f-4b15a4cea760",NA,"Kaleb",NA,NA,NA,NA,NA,"{'birth_date': '2000-06-15', 'birth_place': ""St. Mary's, ON, CAN"", 'channel_id': '1274544603625721856', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}","Pearson","#kalebpearson-NHL-DAL-52","kaleb",NA,NA,"RW",NA,"4054",NA,NA,NA,"pearson",71,52,"kalebpearson",NA,NA,1
NA,20,NA,NA,"[]","","Patrice Bergeron",NA,NA,NA,NA,NA,NA,"True",NA,"BOS",NA,196,NA,NA,"","ACT",NA,"nhl",NA,NA,"42e8baa0-0f24-11e2-8525-18a905767e44",NA,"Patrice",NA,NA,NA,NA,8470638,"{'birth_date': '1985-07-24', 'birth_place': 'Ancienne-Lorette, QC, CAN', 'college': '', 'draft_pick': '45', 'draft_round': '2', 'draft_year': '2003', 'high_school': '', 'rookie_year': '2003'}","Bergeron","#patricebergeron-NHL-BOS-37","patrice",NA,NA,"C",NA,"1450",NA,NA,NA,"bergeron",73,37,"patricebergeron",NA,2280,1
NA,1,NA,NA,"[]","","Brayden Yager",NA,NA,NA,NA,NA,NA,"True",NA,"WPG",NA,170,NA,NA,"","ACT",NA,"nhl",NA,NA,"bbd57a98-32e8-41ca-acdb-2b623d49e1a9",NA,"Brayden",NA,NA,NA,NA,9015320,"{'birth_date': '2005-01-03', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1224051976279425024', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': '2024'}","Yager","#braydenyager-NHL-WPG-29","brayden",NA,NA,"C",NA,"1966",NA,NA,NA,"yager",72,29,"braydenyager",NA,5149188,1
NA,6,NA,NA,"[]","","Brandon Gignac",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,170,NA,NA,"","ACT",NA,"nhl",NA,NA,"5773728a-97ba-41bc-8c35-4ad22784cd00",NA,"Brandon",NA,NA,NA,NA,9000938,"{'birth_date': '1997-11-07', 'birth_place': 'Repentigny, QC, CAN', 'college': '', 'draft_pick': '80', 'draft_round': '3', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2018'}","Gignac","#brandongignac-NHL-MTL-74","brandon",NA,NA,"C",NA,"2919",NA,NA,NA,"gignac",71,74,"brandongignac",NA,4064849,1
NA,5,NA,NA,"[]","Wisconsin","Cole Caufield",NA,NA,NA,NA,NA,NA,"True",NA,"MTL",NA,175,NA,NA,"","ACT",NA,"nhl",NA,NA,"cd648c91-c93e-42d6-a149-99df6d18fe2e",NA,"Cole",NA,NA,NA,NA,9013452,"{'birth_date': '2001-01-02', 'birth_place': 'Mosinee, WI, USA', 'channel_id': '1157131171742633984', 'college': 'Wisconsin', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2020'}","Caufield","#colecaufield-NHL-MTL-13","cole",NA,NA,"RW",NA,"1550",NA,NA,NA,"caufield",68,13,"colecaufield",NA,4565236,1
NA,NA,NA,NA,"[]","","Noah Steen",NA,NA,NA,NA,NA,NA,"True",NA,"TB",NA,187,NA,NA,"","UDP",NA,"nhl",NA,NA,"6c489cf0-4cd5-4171-9810-4f897fe944c3",NA,"Noah",NA,NA,NA,NA,NA,"{'birth_date': '2004-08-16', 'birth_place': 'Oslo,, NOR', 'college': '', 'draft_pick': '199', 'draft_round': '7', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}","Steen","#noahsteen-NHL-TB","noah",NA,NA,"LW",NA,"3423",NA,NA,NA,"steen",73,NA,"noahsteen",NA,NA,1
