"age","years_exp","search_rank","pandascore_id","birth_country","college","espn_id","birth_date","injury_notes","search_first_name","player_id","hashtag","stats_id","news_updated","active","sport","fantasy_data_id","competitions","practice_description","yahoo_id","last_name","opta_id","birth_state","gsis_id","status","depth_chart_order","height","injury_start_date","fantasy_positions","search_full_name","high_school","sportradar_id","kalshi_id","practice_participation","team_abbr","team","oddsjam_id","rotoworld_id","birth_city","metadata","first_name","injury_status","swish_id","depth_chart_position","team_changed_at","position","search_last_name","number","full_name","weight","injury_body_part","rotowire_id","dupes"
NA,1,NA,NA,"VEN","",5185140,"2001-12-15","","jairo","3054","#jairoiriarte-MLB-CWS-58",NA,1741280422618,"True","mlb",NA,"[]",NA,NA,"Iriarte",NA,"",NA,"A",NA,76,NA,"","jairoiriarte","","f66bebbb-fb11-4bc4-b4a6-f822959e8e73",NA,NA,NA,"CWS","33D599567DC9",NA,"La Guaira","{'bat_hand': 'R', 'channel_id': '1157161290716708864', 'full_name': 'Jairo Iriarte', 'pro_debut': '2024-09-03', 'rookie_year': '2024', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:05:13+00:00'}","Jairo","",683568,NA,NA,"SP","iriarte",58,"Jairo Iriarte",240,"",18187,1
NA,NA,NA,NA,"USA","Arizona",40874,"","","jj","2320","#jjmatijevic-MLB-HOU-13",NA,NA,"False","mlb",NA,"[]",NA,NA,"Matijevic",NA,"PA",NA,"MIN",NA,72,NA,"","jjmatijevic","Norwin (PA)","236dff4a-aec7-4ce9-9d32-6dc857c045b0",NA,NA,NA,"HOU","",NA,"Latrobe","{'bat_hand': 'L', 'full_name': 'J.J. Matijevic', 'pro_debut': '2022-04-22', 'rookie_year': '2022', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-03-28T21:25:50+00:00'}","J.J.","",656695,NA,NA,"1B","matijevic",13,"J.J. Matijevic",206,"",NA,1
NA,11,NA,NA,"USA","UConn",32078,"1989-09-19","","george","1100","#georgespringer-MLB-TOR-4",NA,1759099231709,"True","mlb",NA,"[]",NA,NA,"Springer",NA,"CT",NA,"A",NA,73,NA,"","georgespringer","Avon Old Farms School (CT)","7f92278a-91c4-4c25-9e75-eaff3aed89b3",NA,NA,NA,"TOR","4EA0B72B5B41",NA,"New Britain","{'bat_hand': 'R', 'channel_id': '1157161147070185472', 'full_name': 'George Springer', 'pro_debut': '2014-04-16', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-16T16:10:13+00:00'}","George","",543807,NA,NA,"RF","springer",4,"George Springer",220,"",12130,1
NA,6,NA,NA,"VEN","",39823,"1993-12-26","","yonny","1895","#yonnychirinos-MLB-MIA-26",NA,1732744237183,"True","mlb",NA,"[]",NA,NA,"Chirinos",NA,"",NA,"A",NA,74,NA,"","yonnychirinos","","5bccd611-800b-4333-8292-13d0564db285",NA,NA,NA,"MIA","5B720B339387",NA,"Bachaquero","{'bat_hand': 'R', 'full_name': 'Yonny Chirinos', 'pro_debut': '2018-04-01', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-06-19T14:26:09+00:00'}","Yonny","",630023,NA,NA,"SP","chirinos",26,"Yonny Chirinos",225,"",15140,1
NA,NA,NA,NA,"DOM","Rowan College of South Jersey (NJ)",34075,"","","narciso","2496","#narcisocrook-MLB-CHC-24",NA,NA,"True","mlb",NA,"[]",NA,NA,"Crook",NA,"",NA,"A",NA,75,NA,"","narcisocrook","Trenton (NJ)","01711dad-c00a-4b15-b9e1-a5b574833fcb",NA,NA,NA,"CHC","",NA,"Nagua","{'bat_hand': 'R', 'full_name': 'Narciso Crook', 'pro_debut': '2022-06-30', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-10-20T01:44:14+00:00'}","Narciso","",643271,NA,NA,"RF","crook",24,"Narciso Crook",220,"",NA,1
NA,2,NA,NA,"DOM","",42504,"1999-10-13","","carlos","1660","#carlosvargas-MLB-SEA-54",NA,1758565835180,"True","mlb",NA,"[]",NA,NA,"Vargas",NA,"",NA,"A",NA,76,NA,"","carlosvargas","","bdaa06dd-677d-4b2c-8d43-d135e0b9c4cc",NA,NA,NA,"SEA","5D4A96027958",NA,"Moca","{'bat_hand': 'R', 'channel_id': '1157161256755429376', 'full_name': 'Carlos Vargas', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:43:48+00:00'}","Carlos","",672841,NA,NA,"RP","vargas",54,"Carlos Vargas",210,"",15723,1
NA,0,NA,NA,"DOM","",NA,"2001-09-10","","agustin","3040","#agustinramirez-MLB-MIA-50",NA,1758992123539,"True","mlb",NA,"[]",NA,NA,"Ramírez",NA,"",NA,"A",NA,73,NA,"","agustinramirez","","e3a8eecb-cc0e-442f-b17e-66b0a852bb65",NA,NA,NA,"MIA","400B53942C3B",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161095593492480', 'full_name': 'Agustín Ramírez', 'pro_debut': '2025-04-21', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T20:39:28+00:00'}","Agustín","",682663,NA,NA,"C","ramirez",50,"Agustín Ramírez",210,"",16288,1
NA,7,NA,NA,"USA","Barry",34166,"1991-01-31","","tyler","1279","#tylerkinley-MLB-ATL-45",NA,1754059835389,"True","mlb",NA,"[]",NA,NA,"Kinley",NA,"FL",NA,"A",NA,76,NA,"","tylerkinley","Nova (FL)","5e1b097b-6e8d-49d4-b708-a90d6f5512cc",NA,NA,NA,"ATL","8C7C1190F81B",NA,"Plantation","{'bat_hand': 'R', 'channel_id': '1157161233917444096', 'full_name': 'Tyler Kinley', 'pro_debut': '2018-04-07', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-31T18:10:25+00:00'}","Tyler","",641755,NA,NA,"RP","kinley",45,"Tyler Kinley",220,"",15284,1
NA,14,NA,NA,"USA","Ole Miss",31010,"1988-11-22","","drew","1991","#drewpomeranz-MLB-CHC-45",NA,1758465330182,"True","mlb",NA,"[]",NA,NA,"Pomeranz",NA,"TN",NA,"A",NA,77,NA,"","drewpomeranz","Collierville (TN)","b2e4ccc4-0f7c-4ad6-a0bf-3186a6b57f8d",NA,NA,NA,"CHC","DFD704653F52",NA,"Memphis","{'bat_hand': 'R', 'channel_id': '1220865904498184192', 'full_name': 'Drew Pomeranz', 'pro_debut': '2011-09-11', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-25T16:15:33+00:00'}","Drew","",519141,NA,NA,"RP","pomeranz",45,"Drew Pomeranz",246,"",11436,1
NA,0,NA,NA,"USA","Mercer",4662616,"2001-01-26","","colby","3488","#colbythomas-MLB-ATH-32",NA,1757223624855,"True","mlb",NA,"[]",NA,NA,"Thomas",NA,"GA",NA,"A",NA,70,NA,"","colbythomas","Valdosta (GA)","318e511e-40ba-4b82-9785-be28e03f3a87",NA,NA,NA,"ATH","",NA,"Valdosta","{'bat_hand': 'R', 'channel_id': '1245478189887660032', 'full_name': 'Colby Thomas', 'pro_debut': '2025-06-30', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T19:59:49+00:00'}","Colby","",NA,NA,NA,"CF","thomas",32,"Colby Thomas",190,"",18007,1
NA,10,NA,NA,"PRI","Florida Gateway College (FL)",NA,"1988-12-23","","roberto","1412","#robertoperez-MLB-SF-1",NA,1720029352586,"False","mlb",NA,"[]",NA,NA,"Pérez",NA,"",NA,"D60",NA,71,NA,"","robertoperez","Eugenio Maria De Hostos (PRI)","abc2fda8-0519-407d-95b4-443010f8c6d4",NA,NA,NA,"SF","01EC7C8235A8",NA,"Mayaguez","{'bat_hand': 'R', 'full_name': 'Roberto Pérez', 'pro_debut': '2014-07-10', 'rookie_year': '2014', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-04-08T16:48:16+00:00'}","Roberto","",547379,NA,NA,"C","perez",1,"Roberto Pérez",220,"",13574,1
NA,11,NA,NA,"USA","Notre Dame",30699,"1987-12-05","","aj","1387","#ajpollock-MLB-SF-16",NA,1709912448641,"False","mlb",NA,"[]",NA,NA,"Pollock",NA,"CT",NA,"D10",NA,73,NA,"","ajpollock","RHAM (CT)","d5b0fb7b-93d4-4c45-820f-069f622855c8",NA,NA,NA,"SF","DFE1C6368B25",NA,"Hebron","{'bat_hand': 'R', 'full_name': 'AJ Pollock', 'pro_debut': '2012-04-18', 'rookie_year': '2012', 'status': 'D10', 'throw_hand': 'R', 'updated': '2023-08-09T22:34:15+00:00'}","AJ","",572041,NA,NA,"DH","pollock",16,"AJ Pollock",210,"",10968,1
NA,2,NA,NA,"USA","Clemson",41224,"","","seth","1172","#sethbeer-MLB-ARI-28",NA,NA,"False","mlb",NA,"[]",NA,NA,"Beer",NA,"IL",NA,"MIN",NA,75,NA,"","sethbeer","Lambert (GA)","93f96bc6-60c5-466e-b4c3-04fd63d93f28",NA,NA,NA,"ARI","",NA,"Maryville","{'bat_hand': 'L', 'full_name': 'Seth Beer', 'pro_debut': '2021-09-10', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-03-19T18:35:54+00:00'}","Seth","",666179,NA,NA,"1B","beer",28,"Seth Beer",213,"",NA,1
NA,2,NA,NA,"USA","",4917640,"2002-11-20","Surgery","aj","2874","#ajsmithshawver-MLB-ATL-32",NA,1749493801519,"True","mlb",NA,"[]",NA,NA,"Smith-Shawver",NA,"TX",NA,"D60",NA,75,NA,"","ajsmithshawver","Colleyville Heritage (TX)","d9026eb2-ed6d-427e-87e1-eaa4dbd82d70",NA,NA,NA,"ATL","FB0F65D53D21",NA,"Fort Worth","{'bat_hand': 'R', 'channel_id': '1157161136739614720', 'full_name': 'AJ Smith-Shawver', 'pro_debut': '2023-06-04', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-21T19:04:00+00:00'}","AJ","Out",700363,NA,NA,"SP","smithshawver",32,"AJ Smith-Shawver",205,"Elbow",17490,1
NA,NA,NA,NA,"USA","LSU",32566,"","","will","2025","#willharris-MLB-WSH-36",NA,NA,"False","mlb",NA,"[]",NA,NA,"Harris",NA,"TX",NA,"D60",NA,76,NA,"","willharris","Slidell (LA)","a788bab0-4d9b-4e90-806c-80736d0221c4",NA,NA,NA,"WSH","",NA,"Houston","{'bat_hand': 'R', 'full_name': 'Will Harris', 'pro_debut': '2012-08-13', 'rookie_year': '2012', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-04-07T14:57:57+00:00'}","Will","",NA,NA,NA,"RP","harris",36,"Will Harris",234,"",NA,1
NA,11,NA,NA,"USA","Dartmouth",33173,"1989-12-07","","kyle","1523","#kylehendricks-MLB-LAA-28",NA,1758983122717,"True","mlb",NA,"[]",NA,NA,"Hendricks",NA,"CA",NA,"A",NA,75,NA,"","kylehendricks","Capistrano Valley (CA)","dec510da-0104-48f0-892f-37a9ab9d02ff",NA,NA,NA,"LAA","37DC6697BA85",NA,"Newport Beach","{'bat_hand': 'R', 'channel_id': '1157161351194378240', 'full_name': 'Kyle Hendricks', 'pro_debut': '2014-07-10', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-19T13:48:15+00:00'}","Kyle","",543294,NA,NA,"SP","hendricks",28,"Kyle Hendricks",190,"",12649,1
NA,2,NA,NA,"DOM","",NA,"1999-03-29","","jose","2782","#josefermin-MLB-STL-15",NA,1758674701422,"True","mlb",NA,"[]",NA,NA,"Fermín",NA,"",NA,"A",NA,70,NA,"","josefermin","","3a2d8084-65b5-4579-9eb6-adfcffa0fcd2",NA,NA,NA,"STL","476298DD3B82",NA,"Puerto Plata","{'bat_hand': 'R', 'channel_id': '1157161260727435264', 'full_name': 'José Fermín', 'pro_debut': '2023-07-07', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-17T15:11:47+00:00'}","José","",665877,NA,NA,"2B","fermin",15,"José Fermín",198,"",13967,1
NA,0,NA,NA,"USA","Sam Houston State",4221113,"1998-01-31","","kyle","3466","#kylebackhus-MLB-AZ-43",NA,1758212718207,"True","mlb",NA,"[]",NA,NA,"Backhus",NA,"TX",NA,"A",NA,76,NA,"","kylebackhus","Willis (TX)","a5cc16b0-8fe8-4963-b3e0-9f17d6a1545f",NA,NA,NA,"AZ","BD98C2AC4143EFC6",NA,"New Waverly","{'bat_hand': 'L', 'channel_id': '1237490605743943680', 'full_name': 'Kyle Backhus', 'pro_debut': '2025-06-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T04:24:11+00:00'}","Kyle","",NA,NA,NA,"RP","backhus",43,"Kyle Backhus",185,"",20010,1
NA,NA,NA,NA,"DOM","",NA,"","","lewin","1009","#lewindiaz-MLB-PIT",NA,NA,"True","mlb",NA,"[]",NA,NA,"Díaz",NA,"",NA,"A",NA,76,NA,"","lewindiaz","","0a7e7d0c-8076-42d4-93f0-075bce051550",NA,NA,NA,"PIT","",NA,"Santiago","{'bat_hand': 'L', 'full_name': 'Lewin Díaz', 'pro_debut': '2020-08-15', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-11-22T18:38:44+00:00'}","Lewin","",650331,NA,NA,"1B","diaz",NA,"Lewin Díaz",217,"",NA,1
NA,2,NA,NA,"USA","Texas A&M",42408,"1997-11-19","","braden","2678","#bradenshewmake-MLB-NYY-89",NA,1753726806876,"True","mlb",NA,"[]",NA,NA,"Shewmake",NA,"TX",NA,"MIN",NA,75,NA,"","bradenshewmake","Wylie East (TX)","b4aad6af-e684-4016-9a2c-16b4f052ee5c",NA,NA,NA,"NYY","39518735545A",NA,"Wylie","{'bat_hand': 'L', 'channel_id': '1157161280209977344', 'full_name': 'Braden Shewmake', 'pro_debut': '2023-05-05', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-24T03:07:46+00:00'}","Braden","",669699,NA,NA,"SS","shewmake",89,"Braden Shewmake",200,"",16062,1
NA,0,NA,NA,"USA","Texas A&M",4298336,"1999-04-02","","christian","3053","#christianroa-MLB-MIA-82",NA,1757979034835,"True","mlb",NA,"[]",NA,NA,"Roa",NA,"TX",NA,"A",NA,76,NA,"","christianroa","Memorial (TX)","28ddd45f-17c4-47da-8ad6-d513d8d05bf9",NA,NA,NA,"MIA","1069C8B6F8BF",NA,"Houston","{'bat_hand': 'R', 'channel_id': '1157161559458349056', 'full_name': 'Christian Roa', 'pro_debut': '2025-09-06', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:47:00+00:00'}","Christian","",685005,NA,NA,"SP","roa",82,"Christian Roa",220,"",16874,1
NA,5,NA,NA,"USA","Wichita State",42138,"1996-07-03","","codi","1524","#codiheuer-MLB-DET-57",NA,1758213618239,"True","mlb",NA,"[]",NA,NA,"Heuer",NA,"MT",NA,"MIN",NA,77,NA,"","codiheuer","Fossil Ridge (CO)","fa109342-6705-4ecc-bb69-cf50826f85d6",NA,NA,NA,"DET","51B25C727E71",NA,"Missoula","{'bat_hand': 'R', 'channel_id': '1234953690750656512', 'full_name': 'Codi Heuer', 'pro_debut': '2020-07-24', 'rookie_year': '2020', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-08-13T16:16:00+00:00'}","Codi","",676051,NA,NA,"RP","heuer",57,"Codi Heuer",200,"",17025,1
NA,10,NA,NA,"USA","Utah",32155,"1990-01-05","","cj","1250","#cjcron-MLB-LAA-25",NA,1711298119218,"False","mlb",NA,"[]",NA,NA,"Cron",NA,"CA",NA,"D10",NA,76,NA,"","cjcron","Mountain Pointe (AZ)","08947680-7840-4281-8896-07ec06319d0c",NA,NA,NA,"LAA","90835E0BE6D1",NA,"Fullerton","{'bat_hand': 'R', 'full_name': 'C.J. Cron', 'pro_debut': '2014-05-03', 'rookie_year': '2014', 'status': 'D10', 'throw_hand': 'R', 'updated': '2023-09-24T17:59:59+00:00'}","C.J.","",543068,NA,NA,"1B","cron",25,"C.J. Cron",235,"",12149,1
NA,3,NA,NA,"USA","Illinois",4109223,"1998-03-22","","michael","2519","#michaelmassey-MLB-KC-19",NA,1759153534965,"True","mlb",NA,"[]",NA,NA,"Massey",NA,"IL",NA,"A",NA,72,NA,"","michaelmassey","Brother Rice (IL)","d2cf2da2-3691-41cd-91cd-d8691269bfea",NA,NA,NA,"KC","6BCF04D7DA3F",NA,"Palos Park","{'bat_hand': 'L', 'channel_id': '1157161424741498880', 'full_name': 'Michael Massey', 'pro_debut': '2022-07-16', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-25T17:23:43+00:00'}","Michael","",686681,NA,NA,"2B","massey",19,"Michael Massey",195,"",16185,1
NA,2,NA,NA,"USA","Iowa Western Community College",5116843,"1998-02-20","","keaton","2721","#keatonwinn-MLB-SF-67",NA,1758060619128,"True","mlb",NA,"[]",NA,NA,"Winn",NA,"IA",NA,"A",NA,76,NA,"","keatonwinn","Pekin (IL)","caa30812-9758-4a87-823f-c6a6c8ccbcbc",NA,NA,NA,"SF","741675B68051",NA,"Ollie","{'bat_hand': 'R', 'channel_id': '1157161501614702592', 'full_name': 'Keaton Winn', 'pro_debut': '2023-06-13', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:35:22+00:00'}","Keaton","",676775,NA,NA,"RP","winn",67,"Keaton Winn",233,"",18276,1
NA,2,NA,NA,"DOM","",NA,"1998-10-20","Bruise","jose","2735","#josesoriano-MLB-LAA-59",NA,1758231318973,"True","mlb",NA,"[]",NA,NA,"Soriano",NA,"",NA,"A",NA,75,NA,"","josesoriano","","80ff939b-b430-4b28-b4fc-f3276b098af8",NA,NA,NA,"LAA","02BCA5E02D74",NA,"Santo Domingo","{'bat_hand': 'R', 'channel_id': '1157161336078106624', 'full_name': 'José Soriano', 'pro_debut': '2023-06-03', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:31:02+00:00'}","José","IL15",667755,NA,NA,"SP","soriano",59,"José Soriano",220,"Forearm",15125,1
NA,0,NA,NA,"ITA","Wake Forest",4927516,"2003-01-16","","chase","3484","#chaseburns-MLB-CIN-26",NA,1757610954156,"True","mlb",NA,"[]",NA,NA,"Burns",NA,"",NA,"A",NA,75,NA,"","chaseburns","Beech (TN)","4a6090dd-3d58-4c49-82a6-4e80d17af9fe",NA,NA,NA,"CIN","",NA,"Naples","{'bat_hand': 'R', 'channel_id': '1242971678896553984', 'full_name': 'Chase Burns', 'pro_debut': '2025-06-24', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-11T17:24:55+00:00'}","Chase","",NA,NA,NA,"SP","burns",26,"Chase Burns",210,"",17335,1
NA,NA,NA,NA,"DOM","",5116800,"2000-11-21","","diego","2676","#diegohernandez-MLB-KC-35",NA,1700318114413,"True","mlb",NA,"[]",NA,NA,"Hernandez",NA,"",NA,"A",NA,72,NA,"","diegohernandez","","c06ba504-85ca-4c4f-9f46-52996f6613ed",NA,NA,NA,"KC","3B559D34C27F",NA,"Santo Domingo","{'bat_hand': 'L', 'full_name': 'Diego Hernandez', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-11-03T13:57:15+00:00'}","Diego","",678746,NA,NA,"CF","hernandez",35,"Diego Hernandez",150,"",18158,1
NA,4,NA,NA,"USA","Texas-Arlington",40761,"1993-10-23","","zach","1450","#zachthompson-MLB-ATL-73",NA,1746137134803,"False","mlb",NA,"[]",NA,NA,"Thompson",NA,"TX",NA,"MIN",NA,79,NA,"","zachthompson","Grace Prep Academy (TX)","2c6519e7-1387-4f9f-ae46-e9e1cd0e2690",NA,NA,NA,"ATL","2D7E6F392705EA7F",NA,"Burleson","{'bat_hand': 'R', 'channel_id': '1212863229450014720', 'full_name': 'Zach Thompson', 'pro_debut': '2021-06-07', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-04-16T13:41:41+00:00'}","Zach","",605507,NA,NA,"RP","thompson",73,"Zach Thompson",250,"",15993,1
NA,4,NA,NA,"USA","Belmont",37004,"1993-04-28","","matt","1966","#mattbeaty-MLB-KC-27",NA,1716304852501,"False","mlb",NA,"[]",NA,NA,"Beaty",NA,"GA",NA,"MIN",NA,72,NA,"","mattbeaty","Dresden (TN)","4f68ff33-816e-4038-a4fb-8676758f8f0b",NA,NA,NA,"KC","3DE78E3F0715",NA,"Snellville","{'bat_hand': 'L', 'full_name': 'Matt Beaty', 'pro_debut': '2019-04-30', 'rookie_year': '2019', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-09-07T14:38:24+00:00'}","Matt","",607461,NA,NA,"1B","beaty",27,"Matt Beaty",215,"",15321,1
NA,2,NA,NA,"USA","Oklahoma State",5012106,"1999-12-01","","christian","2919","#christianencarnacionstrand-MLB-CIN-33",NA,1752336308842,"True","mlb",NA,"[]",NA,NA,"Encarnacion-Strand",NA,"CA",NA,"A",NA,72,NA,"","christianencarnacionstrand","College Park (CA)","cfaae0a0-760c-484e-af0e-f904beccc514",NA,NA,NA,"CIN","D5F4E198D0A4",NA,"Walnut Creek","{'bat_hand': 'R', 'channel_id': '1157161543952007168', 'full_name': 'Christian Encarnacion-Strand', 'pro_debut': '2023-07-17', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-02T05:49:51+00:00'}","Christian","",687952,NA,NA,"1B","encarnacionstrand",33,"Christian Encarnacion-Strand",224,"",17492,1
NA,3,NA,NA,"USA","Texas",41311,"1996-05-15","","kody","1550","#kodyclemens-MLB-MIN-18",NA,1758131421973,"True","mlb",NA,"[]",NA,NA,"Clemens",NA,"TX",NA,"A",NA,72,NA,"","kodyclemens","Memorial (TX)","a4630a73-2fd8-4558-b4ca-87a6b305497c",NA,NA,NA,"MIN","E91BB8BC4AB4",NA,"Houston","{'bat_hand': 'L', 'channel_id': '1157161162878517248', 'full_name': 'Kody Clemens', 'pro_debut': '2022-05-31', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-26T13:02:10+00:00'}","Kody","",665019,NA,NA,"2B","clemens",18,"Kody Clemens",200,"",15513,1
NA,0,NA,NA,"USA","Indiana",4417465,"1999-10-23","","craig","3423","#craigyoho-MLB-MIL-48",NA,1757361340465,"True","mlb",NA,"[]",NA,NA,"Yoho",NA,"IN",NA,"MIN",NA,74,NA,"","craigyoho","Fishers (IN)","a2a51738-0b88-4db3-b24e-0ba118d10993",NA,NA,NA,"MIL","53148E75D8B18EE2",NA,"Fishers","{'bat_hand': 'R', 'channel_id': '1220186593768263680', 'full_name': 'Craig Yoho', 'pro_debut': '2025-04-21', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-10-01T16:42:38+00:00'}","Craig","",NA,NA,NA,"SP","yoho",48,"Craig Yoho",225,"",19413,1
NA,1,NA,NA,"VEN","",5015727,"1996-04-29","","luis","3175","#luiscontreras-MLB-HOU-73",NA,1754791840339,"False","mlb",NA,"[]",NA,NA,"Contreras",NA,"",NA,"MIN",NA,73,NA,"","luiscontreras","","de7334ca-ab24-47ba-8aae-1a52f498c10b",NA,NA,NA,"HOU","75E17A38D03A",NA,"Maracaibo","{'bat_hand': 'R', 'channel_id': '1157161652412514304', 'full_name': 'Luis Contreras', 'pro_debut': '2024-06-23', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-08-03T14:15:11+00:00'}","Luis","",664351,NA,NA,"SP","contreras",73,"Luis Contreras",175,"",19298,1
NA,3,NA,NA,"USA","UC Irvine",3978173,"1995-09-22","","calvin","1897","#calvinfaucher-MLB-MIA-53",NA,1758422728502,"True","mlb",NA,"[]",NA,NA,"Faucher",NA,"CA",NA,"A",NA,73,NA,"","calvinfaucher","Hilltop (CA)","00e4c3cd-a9e1-41da-8c28-a7ec4d2c7b1d",NA,NA,NA,"MIA","A7CC167053FF",NA,"Chula Vista","{'bat_hand': 'R', 'channel_id': '1157161108012826624', 'full_name': 'Calvin Faucher', 'pro_debut': '2022-05-09', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T17:13:53+00:00'}","Calvin","",676534,NA,NA,"RP","faucher",53,"Calvin Faucher",190,"",17582,1
NA,4,NA,NA,"PAN","",41310,"1994-11-25","","justin","1282","#justinlawrence-MLB-PIT-61",NA,1757715360476,"True","mlb",NA,"[]",NA,NA,"Lawrence",NA,"",NA,"A",NA,75,NA,"","justinlawrence","","6ce6294d-4f56-4cd1-999f-09bc96297c23",NA,NA,NA,"PIT","2DF0A3083C75",NA,"Canal Zone","{'bat_hand': 'R', 'channel_id': '1157161234429149184', 'full_name': 'Justin Lawrence', 'pro_debut': '2021-04-29', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-12T21:51:26+00:00'}","Justin","",664875,NA,NA,"RP","lawrence",61,"Justin Lawrence",213,"",15785,1
NA,0,NA,NA,"USA","Faulkner",NA,"1997-06-06","","alex","3496","#alexcarrillo-MLB-NYM-84",NA,1753473903597,"True","mlb",NA,"[]",NA,NA,"Carrillo",NA,"CA",NA,"A",NA,74,NA,"","alexcarrillo","","0cdc580b-63c8-4e97-845d-ec8025c21949",NA,NA,NA,"NYM","",NA,"Paramount","{'bat_hand': 'R', 'channel_id': '1248392322714968064', 'full_name': 'Alex Carrillo', 'pro_debut': '2025-07-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:55:04+00:00'}","Alex","",NA,NA,NA,"RP","carrillo",84,"Alex Carrillo",220,"",20347,1
NA,NA,NA,NA,"USA","Clemson",35568,"","","steven","1800","#stevenduggar-MLB-LAA-8",NA,NA,"False","mlb",NA,"[]",NA,NA,"Duggar",NA,"SC",NA,"MIN",NA,73,NA,"","stevenduggar","James F. Byrnes (SC)","d1c364db-bda3-4846-bd8c-c075183ec42d",NA,NA,NA,"LAA","",NA,"Spartanburg","{'bat_hand': 'L', 'full_name': 'Steven Duggar', 'pro_debut': '2018-07-08', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-08-18T22:07:24+00:00'}","Steven","",621453,NA,NA,"CF","duggar",8,"Steven Duggar",187,"",NA,1
NA,1,NA,NA,"JPN","",4142398,"1994-04-12","","shintaro","2780","#shintarofujinami-MLB-NYM-19",NA,1737145230306,"False","mlb",NA,"[]",NA,NA,"Fujinami",NA,"",NA,"D60",NA,78,NA,"","shintarofujinami","","f136950d-c272-4bea-9de6-e850c2925fe3",NA,NA,NA,"NYM","4BD8F81DCE58",NA,"Sakai","{'bat_hand': 'R', 'full_name': 'Shintaro Fujinami', 'pro_debut': '2023-04-01', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-06-05T18:36:18+00:00'}","Shintaro","",660261,NA,NA,"RP","fujinami",19,"Shintaro Fujinami",180,"",12807,1
NA,NA,NA,NA,"USA","",30212,"","","tim","2537","#timbeckham-MLB-MIN-9",NA,NA,"True","mlb",NA,"[]",NA,NA,"Beckham",NA,"GA",NA,"A",NA,72,NA,"","timbeckham","Griffin (GA)","7d0563a9-633a-4f6d-8c7c-431ccdf4c8ab",NA,NA,NA,"MIN","",NA,"Griffin","{'bat_hand': 'R', 'full_name': 'Tim Beckham', 'pro_debut': '2013-09-19', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-07-31T03:05:50+00:00'}","Tim","",542921,NA,NA,"SS","beckham",9,"Tim Beckham",215,"",NA,1
