age,years_exp,stats_id,birth_country,competitions,college,full_name,birth_date,practice_participation,depth_chart_position,rotoworld_id,pandascore_id,rotowire_id,active,fantasy_data_id,team,birth_state,weight,opta_id,search_rank,fantasy_positions,status,injury_body_part,sport,injury_notes,high_school,sportradar_id,team_changed_at,first_name,yahoo_id,gsis_id,kalshi_id,birth_city,swish_id,metadata,last_name,hashtag,search_first_name,depth_chart_order,injury_status,position,news_updated,player_id,practice_description,oddsjam_id,team_abbr,search_last_name,height,number,search_full_name,injury_start_date,espn_id
,11.0,,,[],,Darnell Nurse,,,,,,,True,,EDM,,215,,,,ACT,,nhl,,,dff929bc-f5a1-11e2-a133-f4ce4684ea4c,,Darnell,,,,,8477498.0,"{'birth_date': '1995-02-04', 'birth_place': 'Hamilton, ON, CAN', 'channel_id': '1157131023184580608', 'college': '', 'draft_pick': '7', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2014'}",Nurse,#darnellnurse-NHL-EDM-25,darnell,,,D,,1279,,,,nurse,76,25.0,darnellnurse,,
,,,,[],,Nick Lardis,,,,,,,True,,CHI,,165,,,,ACT,,nhl,,,5e472cc1-735f-49d1-9bc6-d5d8135eed01,,Nick,,,,,9015421.0,"{'birth_date': '2005-07-08', 'birth_place': 'Oakville, ON, CAN', 'channel_id': '1274242690547986432', 'college': '', 'draft_pick': '67', 'draft_round': '3', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Lardis,#nicklardis-NHL-CHI-76,nick,,,LW,,1991,,,,lardis,71,76.0,nicklardis,,
,,,,[],,Logan Nijhoff,,,,,,,True,,MTL,,189,,,,ACT,,nhl,,,bb386019-fe30-4e4f-b80e-4812199f6206,,Logan,,,,,9014452.0,"{'birth_date': '2001-06-23', 'birth_place': 'Comox Valley, BC, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Nijhoff,#logannijhoff-NHL-MTL-94,logan,,,C,,3488,,,,nijhoff,72,94.0,logannijhoff,,
,7.0,,,[],St. Lawrence,Gavin Bayreuther,,,,,,,True,,CAR,,196,,,,ACT,,nhl,,,d2f2bfb6-0377-4102-8e10-8741de978934,,Gavin,,,,,9012330.0,"{'birth_date': '1994-05-12', 'birth_place': 'Canaan, NH, USA', 'channel_id': '1274303084859756544', 'college': 'St. Lawrence', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2018'}",Bayreuther,#gavinbayreuther-NHL-CAR-25,gavin,,,D,,1412,,,,bayreuther,73,25.0,gavinbayreuther,,
,,,,[],,Jordan Gustafson,,,,,,,True,,VGK,,174,,,,IR,,nhl,,,50e4e84e-5d84-4b1d-b14e-4cc461752a76,,Jordan,,,,,,"{'birth_date': '2004-01-20', 'birth_place': 'Ardrossan, AB, CAN', 'channel_id': '1157130907816054784', 'college': '', 'draft_pick': '79', 'draft_round': '3', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Gustafson,#jordangustafson-NHL-VGK-38,jordan,,,C,,3697,,,,gustafson,71,38.0,jordangustafson,,
,4.0,,,[],,Jake Neighbours,,,,,,,True,,STL,,201,,,,ACT,,nhl,,,f62d7b0c-7e8c-43e9-bc1f-88517f1f0e5d,,Jake,,,,,9013551.0,"{'birth_date': '2002-03-29', 'birth_place': 'Calgary, AB, CAN', 'channel_id': '1157131082181660672', 'college': '', 'draft_pick': '26', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2021'}",Neighbours,#jakeneighbours-NHL-STL-63,jake,,,LW,,1387,,,,neighbours,72,63.0,jakeneighbours,,
,,,,[],,Joshua Ravensbergen,,,,,,,True,,SJ,,190,,,,ACT,,nhl,,,61c856fd-7213-4f48-bb4b-e0ac51d7c1b3,,Joshua,,,,,,"{'birth_date': '2006-11-27', 'birth_place': 'North Vancouver, BC, CAN', 'channel_id': '1244647606148145152', 'college': '', 'draft_pick': '30', 'draft_round': '1', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Ravensbergen,#joshuaravensbergen-NHL-SJ-31,joshua,,,G,,3759,,,,ravensbergen,77,31.0,joshuaravensbergen,,
,3.0,,,[],,Adam Ruzicka,,,,,,,True,,ARI,,215,,,,ACT,,nhl,,,2335b900-9e3c-4870-855b-af83c9256ad9,,Adam,,,,,9012301.0,"{'birth_date': '1999-05-11', 'birth_place': 'Bratislava,, SVK', 'college': '', 'draft_pick': '109', 'draft_round': '4', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2020'}",Ruzicka,#adamruzicka-NHL-ARI-83,adam,,,C,,1172,,,,ruzicka,76,83.0,adamruzicka,,
,,,,[],,Jake Uberti,,,,,,,True,,DET,,208,,,,ACT,,nhl,,,ff7272a8-4a7a-456d-8dc2-9471227453ab,,Jake,,,,,,"{'birth_date': '2002-03-07', 'birth_place': 'Toronto, ON, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Uberti,#jakeuberti-NHL-DET-86,jake,,,C,,2874,,,,uberti,73,86.0,jakeuberti,,
,,,,[],,Jordan Tourigny,,,,,,,True,,MIN,,168,,,,ACT,,nhl,,,664bbe8b-c451-4ccb-956c-a8949eabed2c,,Jordan,,,,,,"{'birth_date': '2005-02-28', 'birth_place': 'Victoriaville, QC, USA', 'channel_id': '1274544619094315008', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Tourigny,#jordantourigny-NHL-MIN-67,jordan,,,D,,4065,,,,tourigny,71,67.0,jordantourigny,,
,,,,[],,Carsen Musser,,,,,,,True,,ARI,,214,,,,NWT,,nhl,,,ae887d48-f171-440f-8a30-40b712579209,,Carsen,,,,,,"{'birth_date': '2005-05-19', 'birth_place': 'Fairmont, MN, USA', 'college': '', 'draft_pick': '166', 'draft_round': '6', 'draft_year': '2023', 'high_school': '', 'rookie_year': ''}",Musser,#carsenmusser-NHL-ARI,carsen,,,G,,2025,,,,musser,76,,carsenmusser,,
,3.0,,,[],North Dakota,Tyler Kleven,,,,,,,True,,OTT,,221,,,,ACT,,nhl,,,dbfe55f4-f7a4-495e-adb5-c39d8969f353,,Tyler,,,,,9013582.0,"{'birth_date': '2002-01-10', 'birth_place': 'Fargo, ND, USA', 'channel_id': '1157131156945129472', 'college': 'North Dakota', 'draft_pick': '44', 'draft_round': '2', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}",Kleven,#tylerkleven-NHL-OTT-43,tyler,,,D,,1523,,,,kleven,77,43.0,tylerkleven,,
,2.0,,,[],,Linus Karlsson,,,,,,,True,,VAN,,178,,,,ACT,,nhl,,,c11cbaf3-1d8c-4206-b19d-acfa1589b920,,Linus,,,,,9015113.0,"{'birth_date': '1999-11-16', 'birth_place': 'Eksjo,, SWE', 'channel_id': '1174842644996579328', 'college': '', 'draft_pick': '87', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2023'}",Karlsson,#linuskarlsson-NHL-VAN-94,linus,,,C,,2782,,,,karlsson,73,94.0,linuskarlsson,,
,1.0,,,[],,Ruslan Khazheyev,,,,,,,True,,CAR,,201,,,,ACT,,nhl,,,450a33f5-9e6c-4fab-b387-d20c5ae958cc,,Ruslan,,,,,9015334.0,"{'birth_date': '2004-11-20', 'birth_place': 'Chelyabinsk,, RUS', 'channel_id': '1219401440422809601', 'college': '', 'draft_pick': '158', 'draft_round': '5', 'draft_year': '2023', 'high_school': '', 'rookie_year': '2024'}",Khazheyev,#ruslankhazheyev-NHL-CAR-80,ruslan,,,G,,2160,,,,khazheyev,78,80.0,ruslankhazheyev,,
,,,,[],,Brady Peddle,,,,,,,True,,PIT,,194,,,,UDP,,nhl,,,8224723d-2953-4740-8d7b-581c32c023f4,,Brady,,,,,,"{'birth_date': '2007-05-23', 'birth_place': 'Antigonish, NS, CAN', 'channel_id': '1244768463390527488', 'college': '', 'draft_pick': '91', 'draft_round': '3', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Peddle,#bradypeddle-NHL-PIT,brady,,,D,,3837,,,,peddle,75,,bradypeddle,,
,,,,[],,Ivan Lodnia,,,,,,,True,,SJ,,202,,,,ACT,,nhl,,,4c379a87-f5a0-4fbd-bc49-bf0427a0452c,,Ivan,,,,,9012340.0,"{'birth_date': '1999-08-31', 'birth_place': 'Los Angeles, CA, USA', 'college': '', 'draft_pick': '85', 'draft_round': '3', 'draft_year': '2017', 'high_school': '', 'rookie_year': ''}",Lodnia,#ivanlodnia-NHL-SJ-63,ivan,,,RW,,3466,,,,lodnia,71,63.0,ivanlodnia,,
,11.0,,,[],,Alexander Wennberg,,,,,,,True,,SJ,,190,,,,ACT,,nhl,,,8a83c5bf-a5a0-4d7d-a5d8-7b140362e021,,Alexander,,,,,8477505.0,"{'birth_date': '1994-09-22', 'birth_place': 'Stockholm,, SWE', 'channel_id': '1157130944201641984', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2014'}",Wennberg,#alexanderwennberg-NHL-SJ-21,alexander,,,C,,1009,,,,wennberg,74,21.0,alexanderwennberg,,
,,,,[],,Mats Lindgren,,,,,,,True,,PIT,,184,,,,ACT,,nhl,,,8cf6d9d4-d5cf-4a68-ad17-7bf433ce104c,,Mats,,,,,9015048.0,"{'birth_date': '2004-08-26', 'birth_place': 'North Vancouver, BC, CAN', 'college': '', 'draft_pick': '106', 'draft_round': '4', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Lindgren,#matslindgren-NHL-PIT-73,mats,,,D,,2678,,,,lindgren,72,73.0,matslindgren,,
,,,,[],,Gustav Sjoqvist,,,,,,,True,,VGK,,207,,,,UDP,,nhl,,,4df56990-e81d-48dc-88b1-b2ec944a741a,,Gustav,,,,,,"{'birth_date': '2006-02-24', 'birth_place': 'Stockholm,, SWE', 'channel_id': '1244828798638116864', 'college': '', 'draft_pick': '187', 'draft_round': '6', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Sjoqvist,#gustavsjoqvist-NHL-VGK,gustav,,,D,,3865,,,,sjoqvist,75,,gustavsjoqvist,,
,12.0,,,[],Western Michigan,Kevin Connauton,,,,,,,True,,UTA,,205,,,,ACT,,nhl,,,c71fe0f5-3b28-4c5f-bdda-a7af99e81f1d,,Kevin,,,,,8475246.0,"{'birth_date': '1990-02-23', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1172728771795509248', 'college': 'Western Michigan', 'draft_pick': '83', 'draft_round': '3', 'draft_year': '2009', 'high_school': '', 'rookie_year': '2013'}",Connauton,#kevinconnauton-NHL-UTA-44,kevin,,,D,,3053,,,,connauton,74,44.0,kevinconnauton,,
,13.0,,,[],,Nick Holden,,,,,,,True,,OTT,,210,,,,ACT,,nhl,,,f9158f7d-2d91-47ad-8298-1d4d1eaeaef6,,Nick,,,,,8474207.0,"{'birth_date': '1987-05-15', 'birth_place': 'St. Albert, AB, CAN', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2010'}",Holden,#nickholden-NHL-OTT-5,nick,,,D,,1524,,,,holden,76,5.0,nickholden,,
,5.0,,,[],,Ryan McLeod,,,,,,,True,,BUF,,188,,,,ACT,,nhl,,,0a52fe4d-eefb-42aa-9fb7-37d0d52dc557,,Ryan,,,,,9012858.0,"{'birth_date': '1999-09-21', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1157131129149476864', 'college': '', 'draft_pick': '40', 'draft_round': '2', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2020'}",McLeod,#ryanmcleod-NHL-BUF-71,ryan,,,C,,1250,,,,mcleod,75,71.0,ryanmcleod,,
,,,,[],,Michael Milne,,,,,,,True,,MIN,,185,,,,ACT,,nhl,,,676edaa0-3959-4870-89c1-8a14ea9668ee,,Michael,,,,,9014943.0,"{'birth_date': '2002-09-21', 'birth_place': 'Abbotsford, BC, CAN', 'channel_id': '1159984780427657216', 'college': '', 'draft_pick': '89', 'draft_round': '3', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Milne,#michaelmilne-NHL-MIN-60,michael,,,LW,,2519,,,,milne,71,60.0,michaelmilne,,
,,,,[],,Mason Primeau,,,,,,,True,,VGK,,203,,,,ACT,,nhl,,,8bfd99e8-6ea9-4f41-9182-7216a7a5230e,,Mason,,,,,,"{'birth_date': '2001-07-28', 'birth_place': 'Owen Sound, ON, CAN', 'college': '', 'draft_pick': '141', 'draft_round': '5', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",Primeau,#masonprimeau-NHL-VGK-57,mason,,,C,,2721,,,,primeau,77,57.0,masonprimeau,,
,4.0,,,[],,Justus Annunen,,,,,,,True,,NSH,,210,,,,ACT,,nhl,,,0bc4a24a-7cf0-46d6-8c9c-d771873adf92,,Justus,,,,,9013372.0,"{'birth_date': '2000-03-11', 'birth_place': 'Kempele,, FIN', 'channel_id': '1157130994470375424', 'college': '', 'draft_pick': '64', 'draft_round': '3', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2021'}",Annunen,#justusannunen-NHL-NSH-29,justus,,,G,,2735,,,,annunen,76,29.0,justusannunen,,
,,,,[],St. Cloud State,Jack Peart,,,,,,,True,,MIN,,186,,,,ACT,,nhl,,,dd029c72-2eec-4c5e-b84c-a1bdbfde66d3,,Jack,,,,,9014125.0,"{'birth_date': '2003-05-15', 'birth_place': 'Grand Rapids, MN, USA', 'channel_id': '1274544711062818816', 'college': 'St. Cloud State', 'draft_pick': '54', 'draft_round': '2', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Peart,#jackpeart-NHL-MIN-49,jack,,,D,,3484,,,,peart,71,49.0,jackpeart,,
,,,,[],Michigan,Brendan Warren,,,,,,,True,,BUF,,192,,,,ACT,,nhl,,,6f1920c7-c7ee-4844-a7f0-8758674f5fb3,,Brendan,,,,,9014485.0,"{'birth_date': '1997-05-07', 'birth_place': 'Carleton, MI, USA', 'channel_id': '1273819865303502848', 'college': 'Michigan', 'draft_pick': '81', 'draft_round': '3', 'draft_year': '2015', 'high_school': '', 'rookie_year': ''}",Warren,#brendanwarren-NHL-BUF-42,brendan,,,LW,,2676,,,,warren,72,42.0,brendanwarren,,
,,,,[],,Kaleb Pearson,,,,,,,True,,DAL,,174,,,,ACT,,nhl,,,12cda0f1-0980-4bf3-915f-4b15a4cea760,,Kaleb,,,,,,"{'birth_date': '2000-06-15', 'birth_place': ""St. Mary's, ON, CAN"", 'channel_id': '1274544603625721856', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Pearson,#kalebpearson-NHL-DAL-52,kaleb,,,RW,,4054,,,,pearson,71,52.0,kalebpearson,,
,20.0,,,[],,Patrice Bergeron,,,,,,,True,,BOS,,196,,,,ACT,,nhl,,,42e8baa0-0f24-11e2-8525-18a905767e44,,Patrice,,,,,8470638.0,"{'birth_date': '1985-07-24', 'birth_place': 'Ancienne-Lorette, QC, CAN', 'college': '', 'draft_pick': '45', 'draft_round': '2', 'draft_year': '2003', 'high_school': '', 'rookie_year': '2003'}",Bergeron,#patricebergeron-NHL-BOS-37,patrice,,,C,,1450,,,,bergeron,73,37.0,patricebergeron,,
,1.0,,,[],,Brayden Yager,,,,,,,True,,WPG,,170,,,,ACT,,nhl,,,bbd57a98-32e8-41ca-acdb-2b623d49e1a9,,Brayden,,,,,9015320.0,"{'birth_date': '2005-01-03', 'birth_place': 'Saskatoon, SK, CAN', 'channel_id': '1224051976279425024', 'college': '', 'draft_pick': '14', 'draft_round': '1', 'draft_year': '2023', 'high_school': '', 'rookie_year': '2024'}",Yager,#braydenyager-NHL-WPG-29,brayden,,,C,,1966,,,,yager,72,29.0,braydenyager,,
,6.0,,,[],,Brandon Gignac,,,,,,,True,,MTL,,170,,,,ACT,,nhl,,,5773728a-97ba-41bc-8c35-4ad22784cd00,,Brandon,,,,,9000938.0,"{'birth_date': '1997-11-07', 'birth_place': 'Repentigny, QC, CAN', 'college': '', 'draft_pick': '80', 'draft_round': '3', 'draft_year': '2016', 'high_school': '', 'rookie_year': '2018'}",Gignac,#brandongignac-NHL-MTL-74,brandon,,,C,,2919,,,,gignac,71,74.0,brandongignac,,
,5.0,,,[],Wisconsin,Cole Caufield,,,,,,,True,,MTL,,175,,,,ACT,,nhl,,,cd648c91-c93e-42d6-a149-99df6d18fe2e,,Cole,,,,,9013452.0,"{'birth_date': '2001-01-02', 'birth_place': 'Mosinee, WI, USA', 'channel_id': '1157131171742633984', 'college': 'Wisconsin', 'draft_pick': '15', 'draft_round': '1', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2020'}",Caufield,#colecaufield-NHL-MTL-13,cole,,,RW,,1550,,,,caufield,68,13.0,colecaufield,,
,,,,[],,Noah Steen,,,,,,,True,,TB,,187,,,,UDP,,nhl,,,6c489cf0-4cd5-4171-9810-4f897fe944c3,,Noah,,,,,,"{'birth_date': '2004-08-16', 'birth_place': 'Oslo,, NOR', 'college': '', 'draft_pick': '199', 'draft_round': '7', 'draft_year': '2024', 'high_school': '', 'rookie_year': ''}",Steen,#noahsteen-NHL-TB,noah,,,LW,,3423,,,,steen,73,,noahsteen,,
,2.0,,,[],Quinnipiac,Collin Graf,,,,,,,True,,SJ,,190,,,,ACT,,nhl,,,6d119d34-9b24-4669-8ea9-65d2a17eae45,,Collin,,,,,9024852.0,"{'birth_date': '2002-09-21', 'birth_place': 'Lincoln, MA, USA', 'channel_id': '1179916033838829568', 'college': 'Quinnipiac', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2023'}",Graf,#collingraf-NHL-SJ-51,collin,,,RW,,3175,,,,graf,73,51.0,collingraf,,
,2.0,,,[],,Nikolas Matinpalo,,,,,,,True,,OTT,,211,,,,ACT,,nhl,,,779f22d8-af2d-48a8-a3af-1bb3b2780a32,,Nikolas,,,,,9015251.0,"{'birth_date': '1998-10-05', 'birth_place': 'Espoo,, FIN', 'channel_id': '1169708814669201408', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2023'}",Matinpalo,#nikolasmatinpalo-NHL-OTT-33,nikolas,,,D,,1897,,,,matinpalo,75,33.0,nikolasmatinpalo,,
,,,,[],UConn,Arsenii Sergeev,,,,,,,True,,CGY,,192,,,,ACT,,nhl,,,58c248cb-ef00-4648-93c0-0bece4bb7b86,,Arsenii,,,,,,"{'birth_date': '2002-12-16', 'birth_place': 'Yaroslavl,, RUS', 'channel_id': '1217710201809928192', 'college': 'UConn', 'draft_pick': '205', 'draft_round': '7', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Sergeev,#arseniisergeev-NHL-CGY-40,arsenii,,,G,,3723,,,,sergeev,75,40.0,arseniisergeev,,
,11.0,,,[],,Leon Draisaitl,,,,,,,True,,EDM,,209,,,,ACT,,nhl,,,f7bb7a51-75d3-4f16-8491-a762acfb874a,,Leon,,,,,8477934.0,"{'birth_date': '1995-10-27', 'birth_place': 'Cologne,, DEU', 'channel_id': '1157131024996519936', 'college': '', 'draft_pick': '3', 'draft_round': '1', 'draft_year': '2014', 'high_school': '', 'rookie_year': '2014'}",Draisaitl,#leondraisaitl-NHL-EDM-29,leon,,,C,,1282,,,,draisaitl,74,29.0,leondraisaitl,,
,,,,[],Vermont,Jake Massie,,,,,,,True,,WSH,,190,,,,ACT,,nhl,,,b99ffc65-8d19-456d-8012-3d494e8bf444,,Jake,,,,,9001067.0,"{'birth_date': '1997-01-21', 'birth_place': 'Montreal, QC, CAN', 'college': 'Vermont', 'draft_pick': '156', 'draft_round': '6', 'draft_year': '2015', 'high_school': '', 'rookie_year': ''}",Massie,#jakemassie-NHL-WSH-94,jake,,,D,,3496,,,,massie,73,94.0,jakemassie,,
,,,,[],,Jamieson Rees,,,,,,,True,,OTT,,172,,,,ACT,,nhl,,,3d4ea10c-7ed6-4551-8d31-acb3b71bae15,,Jamieson,,,,,9013269.0,"{'birth_date': '2001-02-26', 'birth_place': 'Hamilton, ON, CAN', 'channel_id': '1274665459253248000', 'college': '', 'draft_pick': '44', 'draft_round': '2', 'draft_year': '2019', 'high_school': '', 'rookie_year': ''}",Rees,#jamiesonrees-NHL-OTT-19,jamieson,,,C,,1800,,,,rees,71,19.0,jamiesonrees,,
,,,,[],,Dmitri Zlodeyev,,,,,,,True,,VAN,,183,,,,ACT,,nhl,,,aa5fe869-242c-4f16-b4c9-e9aa7e640b3f,,Dmitri,,,,,,"{'birth_date': '2002-02-15', 'birth_place': 'Voronezh,, RUS', 'college': '', 'draft_pick': '175', 'draft_round': '6', 'draft_year': '2020', 'high_school': '', 'rookie_year': ''}",Zlodeyev,#dmitrizlodeyev-NHL-VAN-98,dmitri,,,C,,2780,,,,zlodeyev,71,98.0,dmitrizlodeyev,,
,1.0,,,[],,Matthew Robertson,,,,,,,True,,NYR,,211,,,,ACT,,nhl,,,2d1e010f-8df5-46af-8fa7-e9cfd407ce52,,Matthew,,,,,9013359.0,"{'birth_date': '2001-03-09', 'birth_place': 'Edmonton, AB, CAN', 'channel_id': '1170916837722968064', 'college': '', 'draft_pick': '49', 'draft_round': '2', 'draft_year': '2019', 'high_school': '', 'rookie_year': '2024'}",Robertson,#matthewrobertson-NHL-NYR-29,matthew,,,D,,2537,,,,robertson,76,29.0,matthewrobertson,,
,,,,[],,Kirill Gerasimyuk,,,,,,,True,,FLA,,179,,,,ACT,,nhl,,,d0c8986a-fc51-41c0-9765-5dbb66a8653b,,Kirill,,,,,,"{'birth_date': '2003-08-22', 'birth_place': 'St. Petersburg,, RUS', 'channel_id': '1268142463059505152', 'college': '', 'draft_pick': '152', 'draft_round': '5', 'draft_year': '2021', 'high_school': '', 'rookie_year': ''}",Gerasimyuk,#kirillgerasimyuk-NHL-FLA-80,kirill,,,G,,3953,,,,gerasimyuk,74,80.0,kirillgerasimyuk,,
,,,,[],,Andrew Perrott,,,,,,,True,,CHI,,217,,,,ACT,,nhl,,,29a4b5f5-93d5-4b9f-97ec-e19bf36202f5,,Andrew,,,,,,"{'birth_date': '2001-08-24', 'birth_place': 'Westlake, OH, USA', 'channel_id': '1274242685229608960', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Perrott,#andrewperrott-NHL-CHI-85,andrew,,,D,,2758,,,,perrott,70,85.0,andrewperrott,,
,12.0,,,[],,Ryan Strome,,,,,,,True,,ANA,,192,,,,ACT,,nhl,,,4325c36b-0f24-11e2-8525-18a905767e44,,Ryan,,,,,8476458.0,"{'birth_date': '1993-07-11', 'birth_place': 'Mississauga, ON, CAN', 'channel_id': '1157131340630478848', 'college': '', 'draft_pick': '5', 'draft_round': '1', 'draft_year': '2011', 'high_school': '', 'rookie_year': '2013'}",Strome,#ryanstrome-NHL-ANA-16,ryan,,,C,,1872,,,,strome,73,16.0,ryanstrome,,
,,,,[],Denver,Garrett Brown,,,,,,,True,,WPG,,178,,,,ACT,,nhl,,,cff76991-25eb-4184-89c4-57a318d3a8d0,,Garrett,,,,,9025107.0,"{'birth_date': '2004-04-04', 'birth_place': 'Buffalo, NY, USA', 'college': 'Denver', 'draft_pick': '99', 'draft_round': '4', 'draft_year': '2022', 'high_school': '', 'rookie_year': ''}",Brown,#garrettbrown-NHL-WPG,garrett,,,D,,3453,,,,brown,74,,garrettbrown,,
,10.0,,,[],Minnesota,Hudson Fasching,,,,,,,True,,CBJ,,209,,,,ACT,,nhl,,,0abbc491-fb14-4293-8dbf-f85cb5431e04,,Hudson,,,,,8477392.0,"{'birth_date': '1995-07-28', 'birth_place': 'Apple Valley, MN, USA', 'channel_id': '1157131205758439424', 'college': 'Minnesota', 'draft_pick': '118', 'draft_round': '4', 'draft_year': '2013', 'high_school': '', 'rookie_year': '2015'}",Fasching,#hudsonfasching-NHL-CBJ-20,hudson,,,RW,,1623,,,,fasching,75,20.0,hudsonfasching,,
,,,,[],,Cedric Pare,,,,,,,True,,TOR,,205,,,,ACT,,nhl,,,721c7310-0e31-477a-84ba-bad649ec2e7f,,Cedric,,,,,9012472.0,"{'birth_date': '1999-01-24', 'birth_place': 'Levis, QC, CAN', 'channel_id': '1274544754956210176', 'college': '', 'draft_pick': '173', 'draft_round': '6', 'draft_year': '2017', 'high_school': '', 'rookie_year': ''}",Pare,#cedricpare-NHL-TOR-56,cedric,,,C,,2745,,,,pare,75,56.0,cedricpare,,
,2.0,,,[],Minnesota,Scott Reedy,,,,,,,True,,DAL,,203,,,,ACT,,nhl,,,ebe620ab-b275-416a-af2b-b35aac88366e,,Scott,,,,,,"{'birth_date': '1999-04-04', 'birth_place': 'Prior Lake, MN, USA', 'college': 'Minnesota', 'draft_pick': '102', 'draft_round': '4', 'draft_year': '2017', 'high_school': '', 'rookie_year': '2021'}",Reedy,#scottreedy-NHL-DAL-34,scott,,,C,,2193,,,,reedy,73,34.0,scottreedy,,
,7.0,,,[],Boston University,Brady Tkachuk,,,,,,,True,,OTT,,225,,,,ACT,,nhl,,,b5c806ba-3496-457a-ae45-f7fd20cf136b,,Brady,,,,,9012564.0,"{'birth_date': '1999-09-16', 'birth_place': 'Scottsdale, AZ, USA', 'channel_id': '1157131153036038144', 'college': 'Boston University', 'draft_pick': '4', 'draft_round': '1', 'draft_year': '2018', 'high_school': '', 'rookie_year': '2018'}",Tkachuk,#bradytkachuk-NHL-OTT-7,brady,,,LW,,1517,,,,tkachuk,76,7.0,bradytkachuk,,
,4.0,,,[],Michigan,Nick Blankenburg,,,,,,,True,,NSH,,177,,,,ACT,,nhl,,,2c213008-2b6d-4b15-884d-815e85c3d73b,,Nick,,,,,9014693.0,"{'birth_date': '1998-05-12', 'birth_place': 'Washington, MI, USA', 'channel_id': '1167594936300769280', 'college': 'Michigan', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': '2021'}",Blankenburg,#nickblankenburg-NHL-NSH-37,nick,,,D,,1396,,,,blankenburg,69,37.0,nickblankenburg,,
,3.0,,,[],,Yaroslav Askarov,,,,,,,True,,SJ,,180,,,,ACT,,nhl,,,f063c59c-51f6-49e2-88e6-b3146f82edd3,,Yaroslav,,,,,9013522.0,"{'birth_date': '2002-06-16', 'birth_place': 'Omsk,, RUS', 'channel_id': '1164333397124845568', 'college': '', 'draft_pick': '11', 'draft_round': '1', 'draft_year': '2020', 'high_school': '', 'rookie_year': '2022'}",Askarov,#yaroslavaskarov-NHL-SJ-30,yaroslav,,,G,,2311,,,,askarov,75,30.0,yaroslavaskarov,,
,,,,[],,Ruslan Gazizov,,,,,,,True,,ANA,,182,,,,ACT,,nhl,,,32c4011a-dd62-47e8-a975-b7e0866e745a,,Ruslan,,,,,9025192.0,"{'birth_date': '2004-01-21', 'birth_place': 'Omsk,, RUS', 'college': '', 'draft_pick': '', 'draft_round': '', 'draft_year': '', 'high_school': '', 'rookie_year': ''}",Gazizov,#ruslangazizov-NHL-ANA-87,ruslan,,,LW,,3587,,,,gazizov,70,87.0,ruslangazizov,,
,,,,[],,Theo Stockselius,,,,,,,True,,CGY,,181,,,,UDP,,nhl,,,72f17338-536b-4e59-8fbb-aa32e0341aec,,Theo,,,,,,"{'birth_date': '2007-07-24', 'birth_place': 'Norrtalje,, SWE', 'channel_id': '1244768411263717376', 'college': '', 'draft_pick': '54', 'draft_round': '2', 'draft_year': '2025', 'high_school': '', 'rookie_year': ''}",Stockselius,#theostockselius-NHL-CGY,theo,,,C,,3777,,,,stockselius,74,,theostockselius,,
