age,years_exp,search_rank,pandascore_id,birth_country,college,espn_id,birth_date,injury_notes,search_first_name,player_id,hashtag,stats_id,news_updated,active,sport,fantasy_data_id,competitions,practice_description,yahoo_id,last_name,opta_id,birth_state,gsis_id,status,depth_chart_order,height,injury_start_date,fantasy_positions,search_full_name,high_school,sportradar_id,kalshi_id,practice_participation,team_abbr,team,oddsjam_id,rotoworld_id,birth_city,metadata,first_name,injury_status,swish_id,depth_chart_position,team_changed_at,position,search_last_name,number,full_name,weight,injury_body_part,rotowire_id
,2.0,,,DOM,,,1999-10-13,,carlos,1660,#carlosvargas-MLB-SEA-54,,1758565835180.0,True,mlb,,[],,,Vargas,,,,A,,76,,,carlosvargas,,bdaa06dd-677d-4b2c-8d43-d135e0b9c4cc,,,,SEA,5D4A96027958,,Moca,"{'bat_hand': 'R', 'channel_id': '1157161256755429376', 'full_name': 'Carlos Vargas', 'pro_debut': '2023-03-30', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-21T18:43:48+00:00'}",Carlos,,672841.0,,,RP,vargas,54.0,Carlos Vargas,210,,15723.0
,0.0,,,DOM,,,2001-09-10,,agustin,3040,#agustinramirez-MLB-MIA-50,,1758992123539.0,True,mlb,,[],,,Ramírez,,,,A,,73,,,agustinramirez,,e3a8eecb-cc0e-442f-b17e-66b0a852bb65,,,,MIA,400B53942C3B,,Santo Domingo,"{'bat_hand': 'R', 'channel_id': '1157161095593492480', 'full_name': 'Agustín Ramírez', 'pro_debut': '2025-04-21', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T20:39:28+00:00'}",Agustín,,682663.0,,,C,ramirez,50.0,Agustín Ramírez,210,,16288.0
,7.0,,,USA,Barry,,1991-01-31,,tyler,1279,#tylerkinley-MLB-ATL-45,,1754059835389.0,True,mlb,,[],,,Kinley,,FL,,A,,76,,,tylerkinley,Nova (FL),5e1b097b-6e8d-49d4-b708-a90d6f5512cc,,,,ATL,8C7C1190F81B,,Plantation,"{'bat_hand': 'R', 'channel_id': '1157161233917444096', 'full_name': 'Tyler Kinley', 'pro_debut': '2018-04-07', 'rookie_year': '2018', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-31T18:10:25+00:00'}",Tyler,,641755.0,,,RP,kinley,45.0,Tyler Kinley,220,,15284.0
,14.0,,,USA,Ole Miss,,1988-11-22,,drew,1991,#drewpomeranz-MLB-CHC-45,,1758465330182.0,True,mlb,,[],,,Pomeranz,,TN,,A,,77,,,drewpomeranz,Collierville (TN),b2e4ccc4-0f7c-4ad6-a0bf-3186a6b57f8d,,,,CHC,DFD704653F52,,Memphis,"{'bat_hand': 'R', 'channel_id': '1220865904498184192', 'full_name': 'Drew Pomeranz', 'pro_debut': '2011-09-11', 'rookie_year': '2011', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-06-25T16:15:33+00:00'}",Drew,,519141.0,,,RP,pomeranz,45.0,Drew Pomeranz,246,,11436.0
,0.0,,,USA,Mercer,,2001-01-26,,colby,3488,#colbythomas-MLB-ATH-32,,1757223624855.0,True,mlb,,[],,,Thomas,,GA,,A,,70,,,colbythomas,Valdosta (GA),318e511e-40ba-4b82-9785-be28e03f3a87,,,,ATH,,,Valdosta,"{'bat_hand': 'R', 'channel_id': '1245478189887660032', 'full_name': 'Colby Thomas', 'pro_debut': '2025-06-30', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-29T19:59:49+00:00'}",Colby,,,,,CF,thomas,32.0,Colby Thomas,190,,18007.0
,10.0,,,PRI,Florida Gateway College (FL),,1988-12-23,,roberto,1412,#robertoperez-MLB-SF-1,,1720029352586.0,False,mlb,,[],,,Pérez,,,,D60,,71,,,robertoperez,Eugenio Maria De Hostos (PRI),abc2fda8-0519-407d-95b4-443010f8c6d4,,,,SF,01EC7C8235A8,,Mayaguez,"{'bat_hand': 'R', 'full_name': 'Roberto Pérez', 'pro_debut': '2014-07-10', 'rookie_year': '2014', 'status': 'D60', 'throw_hand': 'R', 'updated': '2023-04-08T16:48:16+00:00'}",Roberto,,547379.0,,,C,perez,1.0,Roberto Pérez,220,,13574.0
,11.0,,,USA,Notre Dame,,1987-12-05,,aj,1387,#ajpollock-MLB-SF-16,,1709912448641.0,False,mlb,,[],,,Pollock,,CT,,D10,,73,,,ajpollock,RHAM (CT),d5b0fb7b-93d4-4c45-820f-069f622855c8,,,,SF,DFE1C6368B25,,Hebron,"{'bat_hand': 'R', 'full_name': 'AJ Pollock', 'pro_debut': '2012-04-18', 'rookie_year': '2012', 'status': 'D10', 'throw_hand': 'R', 'updated': '2023-08-09T22:34:15+00:00'}",AJ,,572041.0,,,DH,pollock,16.0,AJ Pollock,210,,10968.0
,2.0,,,USA,Clemson,,,,seth,1172,#sethbeer-MLB-ARI-28,,,False,mlb,,[],,,Beer,,IL,,MIN,,75,,,sethbeer,Lambert (GA),93f96bc6-60c5-466e-b4c3-04fd63d93f28,,,,ARI,,,Maryville,"{'bat_hand': 'L', 'full_name': 'Seth Beer', 'pro_debut': '2021-09-10', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-03-19T18:35:54+00:00'}",Seth,,666179.0,,,1B,beer,28.0,Seth Beer,213,,
,2.0,,,USA,,,2002-11-20,Surgery,aj,2874,#ajsmithshawver-MLB-ATL-32,,1749493801519.0,True,mlb,,[],,,Smith-Shawver,,TX,,D60,,75,,,ajsmithshawver,Colleyville Heritage (TX),d9026eb2-ed6d-427e-87e1-eaa4dbd82d70,,,,ATL,FB0F65D53D21,,Fort Worth,"{'bat_hand': 'R', 'channel_id': '1157161136739614720', 'full_name': 'AJ Smith-Shawver', 'pro_debut': '2023-06-04', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2025-08-21T19:04:00+00:00'}",AJ,Out,700363.0,,,SP,smithshawver,32.0,AJ Smith-Shawver,205,Elbow,17490.0
,,,,USA,LSU,,,,will,2025,#willharris-MLB-WSH-36,,,False,mlb,,[],,,Harris,,TX,,D60,,76,,,willharris,Slidell (LA),a788bab0-4d9b-4e90-806c-80736d0221c4,,,,WSH,,,Houston,"{'bat_hand': 'R', 'full_name': 'Will Harris', 'pro_debut': '2012-08-13', 'rookie_year': '2012', 'status': 'D60', 'throw_hand': 'R', 'updated': '2022-04-07T14:57:57+00:00'}",Will,,,,,RP,harris,36.0,Will Harris,234,,
,11.0,,,USA,Dartmouth,,1989-12-07,,kyle,1523,#kylehendricks-MLB-LAA-28,,1758983122717.0,True,mlb,,[],,,Hendricks,,CA,,A,,75,,,kylehendricks,Capistrano Valley (CA),dec510da-0104-48f0-892f-37a9ab9d02ff,,,,LAA,37DC6697BA85,,Newport Beach,"{'bat_hand': 'R', 'channel_id': '1157161351194378240', 'full_name': 'Kyle Hendricks', 'pro_debut': '2014-07-10', 'rookie_year': '2014', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-19T13:48:15+00:00'}",Kyle,,543294.0,,,SP,hendricks,28.0,Kyle Hendricks,190,,12649.0
,2.0,,,DOM,,,1999-03-29,,jose,2782,#josefermin-MLB-STL-15,,1758674701422.0,True,mlb,,[],,,Fermín,,,,A,,70,,,josefermin,,3a2d8084-65b5-4579-9eb6-adfcffa0fcd2,,,,STL,476298DD3B82,,Puerto Plata,"{'bat_hand': 'R', 'channel_id': '1157161260727435264', 'full_name': 'José Fermín', 'pro_debut': '2023-07-07', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-17T15:11:47+00:00'}",José,,665877.0,,,2B,fermin,15.0,José Fermín,198,,13967.0
,6.0,,,USA,Louisville,,1995-03-28,Soreness,will,2160,#willsmith-MLB-LAD-16,,1759251046899.0,True,mlb,,[],,,Smith,,KY,,A,,70,,,willsmith,Kentucky Country Day School (KY),317b24ac-6a9b-4735-a4c5-64d879cd6bf7,,,,LAD,6B99CC114BD7,,Louisville,"{'bat_hand': 'R', 'channel_id': '1157161664974454784', 'full_name': 'Will Smith', 'pro_debut': '2019-05-28', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-30T17:57:06+00:00'}",Will,IL10,669257.0,,,C,smith,16.0,Will Smith,195,Hand,14347.0
,0.0,,,USA,Sam Houston State,,1998-01-31,,kyle,3466,#kylebackhus-MLB-AZ-43,,1758212718207.0,True,mlb,,[],,,Backhus,,TX,,A,,76,,,kylebackhus,Willis (TX),a5cc16b0-8fe8-4963-b3e0-9f17d6a1545f,,,,AZ,BD98C2AC4143EFC6,,New Waverly,"{'bat_hand': 'L', 'channel_id': '1237490605743943680', 'full_name': 'Kyle Backhus', 'pro_debut': '2025-06-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-10-01T04:24:11+00:00'}",Kyle,,,,,RP,backhus,43.0,Kyle Backhus,185,,20010.0
,,,,DOM,,,,,lewin,1009,#lewindiaz-MLB-PIT,,,True,mlb,,[],,,Díaz,,,,A,,76,,,lewindiaz,,0a7e7d0c-8076-42d4-93f0-075bce051550,,,,PIT,,,Santiago,"{'bat_hand': 'L', 'full_name': 'Lewin Díaz', 'pro_debut': '2020-08-15', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2022-11-22T18:38:44+00:00'}",Lewin,,650331.0,,,1B,diaz,,Lewin Díaz,217,,
,2.0,,,USA,Texas A&M,,1997-11-19,,braden,2678,#bradenshewmake-MLB-NYY-89,,1753726806876.0,True,mlb,,[],,,Shewmake,,TX,,MIN,,75,,,bradenshewmake,Wylie East (TX),b4aad6af-e684-4016-9a2c-16b4f052ee5c,,,,NYY,39518735545A,,Wylie,"{'bat_hand': 'L', 'channel_id': '1157161280209977344', 'full_name': 'Braden Shewmake', 'pro_debut': '2023-05-05', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-06-24T03:07:46+00:00'}",Braden,,669699.0,,,SS,shewmake,89.0,Braden Shewmake,200,,16062.0
,0.0,,,USA,Texas A&M,,1999-04-02,,christian,3053,#christianroa-MLB-MIA-82,,1757979034835.0,True,mlb,,[],,,Roa,,TX,,A,,76,,,christianroa,Memorial (TX),28ddd45f-17c4-47da-8ad6-d513d8d05bf9,,,,MIA,1069C8B6F8BF,,Houston,"{'bat_hand': 'R', 'channel_id': '1157161559458349056', 'full_name': 'Christian Roa', 'pro_debut': '2025-09-06', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:47:00+00:00'}",Christian,,685005.0,,,SP,roa,82.0,Christian Roa,220,,16874.0
,5.0,,,USA,Wichita State,,1996-07-03,,codi,1524,#codiheuer-MLB-DET-57,,1758213618239.0,True,mlb,,[],,,Heuer,,MT,,MIN,,77,,,codiheuer,Fossil Ridge (CO),fa109342-6705-4ecc-bb69-cf50826f85d6,,,,DET,51B25C727E71,,Missoula,"{'bat_hand': 'R', 'channel_id': '1234953690750656512', 'full_name': 'Codi Heuer', 'pro_debut': '2020-07-24', 'rookie_year': '2020', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-08-13T16:16:00+00:00'}",Codi,,676051.0,,,RP,heuer,57.0,Codi Heuer,200,,17025.0
,10.0,,,USA,Utah,,1990-01-05,,cj,1250,#cjcron-MLB-LAA-25,,1711298119218.0,False,mlb,,[],,,Cron,,CA,,D10,,76,,,cjcron,Mountain Pointe (AZ),08947680-7840-4281-8896-07ec06319d0c,,,,LAA,90835E0BE6D1,,Fullerton,"{'bat_hand': 'R', 'full_name': 'C.J. Cron', 'pro_debut': '2014-05-03', 'rookie_year': '2014', 'status': 'D10', 'throw_hand': 'R', 'updated': '2023-09-24T17:59:59+00:00'}",C.J.,,543068.0,,,1B,cron,25.0,C.J. Cron,235,,12149.0
,3.0,,,USA,Illinois,,1998-03-22,,michael,2519,#michaelmassey-MLB-KC-19,,1759153534965.0,True,mlb,,[],,,Massey,,IL,,A,,72,,,michaelmassey,Brother Rice (IL),d2cf2da2-3691-41cd-91cd-d8691269bfea,,,,KC,6BCF04D7DA3F,,Palos Park,"{'bat_hand': 'L', 'channel_id': '1157161424741498880', 'full_name': 'Michael Massey', 'pro_debut': '2022-07-16', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-08-25T17:23:43+00:00'}",Michael,,686681.0,,,2B,massey,19.0,Michael Massey,195,,16185.0
,2.0,,,USA,Iowa Western Community College,,1998-02-20,,keaton,2721,#keatonwinn-MLB-SF-67,,1758060619128.0,True,mlb,,[],,,Winn,,IA,,A,,76,,,keatonwinn,Pekin (IL),caa30812-9758-4a87-823f-c6a6c8ccbcbc,,,,SF,741675B68051,,Ollie,"{'bat_hand': 'R', 'channel_id': '1157161501614702592', 'full_name': 'Keaton Winn', 'pro_debut': '2023-06-13', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T04:35:22+00:00'}",Keaton,,676775.0,,,RP,winn,67.0,Keaton Winn,233,,18276.0
,2.0,,,DOM,,,1998-10-20,Bruise,jose,2735,#josesoriano-MLB-LAA-59,,1758231318973.0,True,mlb,,[],,,Soriano,,,,A,,75,,,josesoriano,,80ff939b-b430-4b28-b4fc-f3276b098af8,,,,LAA,02BCA5E02D74,,Santo Domingo,"{'bat_hand': 'R', 'channel_id': '1157161336078106624', 'full_name': 'José Soriano', 'pro_debut': '2023-06-03', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:31:02+00:00'}",José,IL15,667755.0,,,SP,soriano,59.0,José Soriano,220,Forearm,15125.0
,0.0,,,ITA,Wake Forest,,2003-01-16,,chase,3484,#chaseburns-MLB-CIN-26,,1757610954156.0,True,mlb,,[],,,Burns,,,,A,,75,,,chaseburns,Beech (TN),4a6090dd-3d58-4c49-82a6-4e80d17af9fe,,,,CIN,,,Naples,"{'bat_hand': 'R', 'channel_id': '1242971678896553984', 'full_name': 'Chase Burns', 'pro_debut': '2025-06-24', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-11T17:24:55+00:00'}",Chase,,,,,SP,burns,26.0,Chase Burns,210,,17335.0
,,,,DOM,,,2000-11-21,,diego,2676,#diegohernandez-MLB-KC-35,,1700318114413.0,True,mlb,,[],,,Hernandez,,,,A,,72,,,diegohernandez,,c06ba504-85ca-4c4f-9f46-52996f6613ed,,,,KC,3B559D34C27F,,Santo Domingo,"{'bat_hand': 'L', 'full_name': 'Diego Hernandez', 'pro_debut': '', 'rookie_year': '', 'status': 'A', 'throw_hand': 'L', 'updated': '2023-11-03T13:57:15+00:00'}",Diego,,678746.0,,,CF,hernandez,35.0,Diego Hernandez,150,,18158.0
,4.0,,,USA,Texas-Arlington,,1993-10-23,,zach,1450,#zachthompson-MLB-ATL-73,,1746137134803.0,False,mlb,,[],,,Thompson,,TX,,MIN,,79,,,zachthompson,Grace Prep Academy (TX),2c6519e7-1387-4f9f-ae46-e9e1cd0e2690,,,,ATL,2D7E6F392705EA7F,,Burleson,"{'bat_hand': 'R', 'channel_id': '1212863229450014720', 'full_name': 'Zach Thompson', 'pro_debut': '2021-06-07', 'rookie_year': '2021', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-04-16T13:41:41+00:00'}",Zach,,605507.0,,,RP,thompson,73.0,Zach Thompson,250,,15993.0
,4.0,,,USA,Belmont,,1993-04-28,,matt,1966,#mattbeaty-MLB-KC-27,,1716304852501.0,False,mlb,,[],,,Beaty,,GA,,MIN,,72,,,mattbeaty,Dresden (TN),4f68ff33-816e-4038-a4fb-8676758f8f0b,,,,KC,3DE78E3F0715,,Snellville,"{'bat_hand': 'L', 'full_name': 'Matt Beaty', 'pro_debut': '2019-04-30', 'rookie_year': '2019', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2023-09-07T14:38:24+00:00'}",Matt,,607461.0,,,1B,beaty,27.0,Matt Beaty,215,,15321.0
,2.0,,,USA,Oklahoma State,,1999-12-01,,christian,2919,#christianencarnacionstrand-MLB-CIN-33,,1752336308842.0,True,mlb,,[],,,Encarnacion-Strand,,CA,,A,,72,,,christianencarnacionstrand,College Park (CA),cfaae0a0-760c-484e-af0e-f904beccc514,,,,CIN,D5F4E198D0A4,,Walnut Creek,"{'bat_hand': 'R', 'channel_id': '1157161543952007168', 'full_name': 'Christian Encarnacion-Strand', 'pro_debut': '2023-07-17', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-02T05:49:51+00:00'}",Christian,,687952.0,,,1B,encarnacionstrand,33.0,Christian Encarnacion-Strand,224,,17492.0
,3.0,,,USA,Texas,,1996-05-15,,kody,1550,#kodyclemens-MLB-MIN-18,,1758131421973.0,True,mlb,,[],,,Clemens,,TX,,A,,72,,,kodyclemens,Memorial (TX),a4630a73-2fd8-4558-b4ca-87a6b305497c,,,,MIN,E91BB8BC4AB4,,Houston,"{'bat_hand': 'L', 'channel_id': '1157161162878517248', 'full_name': 'Kody Clemens', 'pro_debut': '2022-05-31', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-06-26T13:02:10+00:00'}",Kody,,665019.0,,,2B,clemens,18.0,Kody Clemens,200,,15513.0
,0.0,,,USA,Indiana,,1999-10-23,,craig,3423,#craigyoho-MLB-MIL-48,,1757361340465.0,True,mlb,,[],,,Yoho,,IN,,MIN,,74,,,craigyoho,Fishers (IN),a2a51738-0b88-4db3-b24e-0ba118d10993,,,,MIL,53148E75D8B18EE2,,Fishers,"{'bat_hand': 'R', 'channel_id': '1220186593768263680', 'full_name': 'Craig Yoho', 'pro_debut': '2025-04-21', 'rookie_year': '2025', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-10-01T16:42:38+00:00'}",Craig,,,,,SP,yoho,48.0,Craig Yoho,225,,19413.0
,1.0,,,VEN,,,1996-04-29,,luis,3175,#luiscontreras-MLB-HOU-73,,1754791840339.0,False,mlb,,[],,,Contreras,,,,MIN,,73,,,luiscontreras,,de7334ca-ab24-47ba-8aae-1a52f498c10b,,,,HOU,75E17A38D03A,,Maracaibo,"{'bat_hand': 'R', 'channel_id': '1157161652412514304', 'full_name': 'Luis Contreras', 'pro_debut': '2024-06-23', 'rookie_year': '2024', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2025-08-03T14:15:11+00:00'}",Luis,,664351.0,,,SP,contreras,73.0,Luis Contreras,175,,19298.0
,3.0,,,USA,UC Irvine,,1995-09-22,,calvin,1897,#calvinfaucher-MLB-MIA-53,,1758422728502.0,True,mlb,,[],,,Faucher,,CA,,A,,73,,,calvinfaucher,Hilltop (CA),00e4c3cd-a9e1-41da-8c28-a7ec4d2c7b1d,,,,MIA,A7CC167053FF,,Chula Vista,"{'bat_hand': 'R', 'channel_id': '1157161108012826624', 'full_name': 'Calvin Faucher', 'pro_debut': '2022-05-09', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-05-17T17:13:53+00:00'}",Calvin,,676534.0,,,RP,faucher,53.0,Calvin Faucher,190,,17582.0
,4.0,,,PAN,,,1994-11-25,,justin,1282,#justinlawrence-MLB-PIT-61,,1757715360476.0,True,mlb,,[],,,Lawrence,,,,A,,75,,,justinlawrence,,6ce6294d-4f56-4cd1-999f-09bc96297c23,,,,PIT,2DF0A3083C75,,Canal Zone,"{'bat_hand': 'R', 'channel_id': '1157161234429149184', 'full_name': 'Justin Lawrence', 'pro_debut': '2021-04-29', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-09-12T21:51:26+00:00'}",Justin,,664875.0,,,RP,lawrence,61.0,Justin Lawrence,213,,15785.0
,0.0,,,USA,Faulkner,,1997-06-06,,alex,3496,#alexcarrillo-MLB-NYM-84,,1753473903597.0,True,mlb,,[],,,Carrillo,,CA,,A,,74,,,alexcarrillo,,0cdc580b-63c8-4e97-845d-ec8025c21949,,,,NYM,,,Paramount,"{'bat_hand': 'R', 'channel_id': '1248392322714968064', 'full_name': 'Alex Carrillo', 'pro_debut': '2025-07-08', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-10-01T02:55:04+00:00'}",Alex,,,,,RP,carrillo,84.0,Alex Carrillo,220,,20347.0
,,,,USA,Clemson,,,,steven,1800,#stevenduggar-MLB-LAA-8,,,False,mlb,,[],,,Duggar,,SC,,MIN,,73,,,stevenduggar,James F. Byrnes (SC),d1c364db-bda3-4846-bd8c-c075183ec42d,,,,LAA,,,Spartanburg,"{'bat_hand': 'L', 'full_name': 'Steven Duggar', 'pro_debut': '2018-07-08', 'rookie_year': '2018', 'status': 'MIN', 'throw_hand': 'R', 'updated': '2022-08-18T22:07:24+00:00'}",Steven,,621453.0,,,CF,duggar,8.0,Steven Duggar,187,,
,1.0,,,JPN,,,1994-04-12,,shintaro,2780,#shintarofujinami-MLB-NYM-19,,1737145230306.0,False,mlb,,[],,,Fujinami,,,,D60,,78,,,shintarofujinami,,f136950d-c272-4bea-9de6-e850c2925fe3,,,,NYM,4BD8F81DCE58,,Sakai,"{'bat_hand': 'R', 'full_name': 'Shintaro Fujinami', 'pro_debut': '2023-04-01', 'rookie_year': '2023', 'status': 'D60', 'throw_hand': 'R', 'updated': '2024-06-05T18:36:18+00:00'}",Shintaro,,660261.0,,,RP,fujinami,19.0,Shintaro Fujinami,180,,12807.0
,,,,USA,,,,,tim,2537,#timbeckham-MLB-MIN-9,,,True,mlb,,[],,,Beckham,,GA,,A,,72,,,timbeckham,Griffin (GA),7d0563a9-633a-4f6d-8c7c-431ccdf4c8ab,,,,MIN,,,Griffin,"{'bat_hand': 'R', 'full_name': 'Tim Beckham', 'pro_debut': '2013-09-19', 'rookie_year': '2013', 'status': 'A', 'throw_hand': 'R', 'updated': '2022-07-31T03:05:50+00:00'}",Tim,,542921.0,,,SS,beckham,9.0,Tim Beckham,215,,
,2.0,,,DOM,,,2001-10-16,,noelvi,2758,#noelvimarte-MLB-CIN-16,,1759353057511.0,True,mlb,,[],,,Marte,,,,A,,74,,,noelvimarte,,797af52b-78ef-4989-ba56-bf9acfa8be63,,,,CIN,A6B5080808A8,,Cotui,"{'bat_hand': 'R', 'channel_id': '1157161545826861056', 'full_name': 'Noelvi Marte', 'pro_debut': '2023-08-19', 'rookie_year': '2023', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-04T14:31:15+00:00'}",Noelvi,,682622.0,,,3B,marte,16.0,Noelvi Marte,216,,15604.0
,3.0,,,VEN,,,1996-11-02,,rene,1872,#renepinto-MLB-AZ-50,,1756487123571.0,True,mlb,,[],,,Pinto,,,,A,,70,,,renepinto,,f0410dba-4fbd-46fc-8ce8-8575f0fa0a32,,,,AZ,2A6125AFE3E2,,Maracay,"{'bat_hand': 'R', 'channel_id': '1157161523601244160', 'full_name': 'René Pinto', 'pro_debut': '2022-04-26', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-02-05T14:21:49+00:00'}",René,,650907.0,,,C,pinto,50.0,René Pinto,195,,16614.0
,0.0,,,USA,Illinois State,,1997-12-30,,john,3453,#johnrave-MLB-KC-16,,1758211817852.0,True,mlb,,[],,,Rave,,IL,,A,,71,,,johnrave,Central Catholic (IL),cde2e4df-b8cd-4c3c-8718-ec534f69fed2,,,,KC,0C5FB6D9DF2BAE72,,Canton,"{'bat_hand': 'L', 'channel_id': '1232764396850122752', 'full_name': 'John Rave', 'pro_debut': '2025-05-26', 'rookie_year': '2025', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-09-18T16:31:40+00:00'}",John,,,,,RF,rave,16.0,John Rave,194,,16148.0
,3.0,,,VEN,,,2000-02-27,,gabriel,1623,#gabrielarias-MLB-CLE-13,,1758111620897.0,True,mlb,,[],,,Arias,,,,A,,73,,,gabrielarias,,73c62d3d-8dbc-465f-8dc6-0d0c2f40e4b2,,,,CLE,A8BE20BAE957,,La Victoria,"{'bat_hand': 'R', 'channel_id': '1157161403145027584', 'full_name': 'Gabriel Arias', 'pro_debut': '2022-04-20', 'rookie_year': '2022', 'status': 'A', 'throw_hand': 'R', 'updated': '2025-07-26T01:18:40+00:00'}",Gabriel,,672356.0,,,SS,arias,13.0,Gabriel Arias,217,,14428.0
,2.0,,,USA,San Diego,,1998-06-05,,chris,2745,#chrismurphy-MLB-BOS-72,,1759078230149.0,True,mlb,,[],,,Murphy,,CA,,MIN,,73,,,chrismurphy,Granada Hills (CA),d01b8a35-7d3d-4a2a-9d9d-c78ca65e5dd3,,,,BOS,5A8990F6CB26,,Mission Hills,"{'bat_hand': 'L', 'channel_id': '1157161456798564352', 'full_name': 'Chris Murphy', 'pro_debut': '2023-06-07', 'rookie_year': '2023', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-28T16:21:37+00:00'}",Chris,,669684.0,,,RP,murphy,72.0,Chris Murphy,186,,16594.0
,17.0,,,USA,,,1988-03-19,,clayton,2193,#claytonkershaw-MLB-LAD-22,,1759097431517.0,True,mlb,,[],,,Kershaw,,TX,,MIN,,76,,,claytonkershaw,Highland Park (TX),d3351c6e-12cf-4ab5-b651-ad23d49c4245,,,,LAD,43EA66A40EE8,,Dallas,"{'bat_hand': 'L', 'channel_id': '1157161678169735168', 'full_name': 'Clayton Kershaw', 'pro_debut': '2008-05-25', 'rookie_year': '2008', 'status': 'MIN', 'throw_hand': 'L', 'updated': '2025-09-30T17:56:26+00:00'}",Clayton,,477132.0,,,SP,kershaw,22.0,Clayton Kershaw,225,,9276.0
,3.0,,,USA,Loyola Marymount,,1995-09-20,,cory,1517,#coryabbott-MLB-WSH-77,,1747060530937.0,True,mlb,,[],,,Abbott,,CA,,A,,73,,,coryabbott,Junipero Serra (CA),ee6f26ae-db4c-44e8-99dc-1b406f3b7bc2,,,,WSH,01EB11758800,,San Diego,"{'bat_hand': 'R', 'full_name': 'Cory Abbott', 'pro_debut': '2021-06-05', 'rookie_year': '2021', 'status': 'A', 'throw_hand': 'R', 'updated': '2023-09-17T16:08:15+00:00'}",Cory,,676265.0,,,RP,abbott,77.0,Cory Abbott,210,,14996.0
,5.0,,,USA,Tennessee,,1999-06-21,,garrett,1396,#garrettcrochet-MLB-BOS-35,,1759298450850.0,True,mlb,,[],,,Crochet,,MS,,A,,78,,,garrettcrochet,Ocean Springs (MS),5db81f84-5739-45c7-a119-0fb3363e9139,,,,BOS,E5D2A0B809FD,,Ocean Springs,"{'bat_hand': 'L', 'channel_id': '1157161287940079616', 'full_name': 'Garrett Crochet', 'pro_debut': '2020-09-18', 'rookie_year': '2020', 'status': 'A', 'throw_hand': 'L', 'updated': '2025-04-01T17:10:28+00:00'}",Garrett,,676979.0,,,SP,crochet,35.0,Garrett Crochet,245,,16680.0
,5.0,,,USA,Princeton,,1992-07-04,,mike,2311,#mikeford-MLB-CIN-38,,1743087018402.0,True,mlb,,[],,,Ford,,NJ,,A,,72,,,mikeford,Hun School (NJ),eedd0e21-283e-4534-aa38-afe98d4415a1,,,,CIN,306086648DA4,,Belle Mead,"{'bat_hand': 'L', 'full_name': 'Mike Ford', 'pro_debut': '2019-04-18', 'rookie_year': '2019', 'status': 'A', 'throw_hand': 'R', 'updated': '2024-05-08T22:39:25+00:00'}",Mike,,645801.0,,,1B,ford,38.0,Mike Ford,225,,15035.0
